internal_noise_std,criteria,prob_agree,prob_first
0.0,-5,1.0,0.9998799999999999
0.0,-4,1.0,0.9975999999999999
0.0,-3,1.0,0.98288
0.0,-2,1.0,0.92036
0.0,-1,1.0,0.75676
0.0,0,1.0,0.49711999999999995
0.0,1,1.0,0.2383
0.0,2,1.0,0.07624
0.0,3,1.0,0.01716
0.0,4,1.0,0.0022600000000000003
0.1,-5,0.99992,0.9996600000000001
0.1,-4,0.9995200000000001,0.9976
0.1,-3,0.99648,0.98232
0.1,-2,0.98878,0.9219899999999999
0.1,-1,0.9749000000000001,0.75887
0.1,0,0.96756,0.49686
0.1,1,0.9757200000000001,0.23992
0.1,2,0.98774,0.07911
0.1,3,0.9962199999999999,0.01727
0.1,4,0.9994400000000001,0.0021
0.2,-5,0.99986,0.99975
0.2,-4,0.9985200000000001,0.99712
0.2,-3,0.9927199999999999,0.9811
0.2,-2,0.9772000000000001,0.91856
0.2,-1,0.9517200000000001,0.7565000000000001
0.2,0,0.93566,0.50153
0.2,1,0.9501799999999999,0.24287
0.2,2,0.97604,0.0824
0.2,3,0.99314,0.018109999999999998
0.2,4,0.9989399999999999,0.0019099999999999998
0.3,-5,0.9998400000000001,0.9997400000000001
0.3,-4,0.9982599999999999,0.9967900000000001
0.3,-3,0.9895400000000001,0.98125
0.3,-2,0.96398,0.9173500000000001
0.3,-1,0.92688,0.75308
0.3,0,0.9086000000000001,0.49688
0.3,1,0.92616,0.2451
0.3,2,0.96512,0.08294
0.3,3,0.98946,0.017709999999999997
0.3,4,0.99806,0.00261
0.4,-5,0.99954,0.99961
0.4,-4,0.9970399999999999,0.99658
0.4,-3,0.9846600000000001,0.97843
0.4,-2,0.9501200000000001,0.9141999999999999
0.4,-1,0.9026799999999999,0.75076
0.4,0,0.8769199999999999,0.49914
0.4,1,0.9016400000000001,0.24838
0.4,2,0.95222,0.08591
0.4,3,0.9851800000000001,0.01991
0.4,4,0.99732,0.0029
0.5,-5,0.99942,0.99963
0.5,-4,0.9961399999999999,0.9964299999999999
0.5,-3,0.9804,0.97804
0.5,-2,0.93726,0.9081899999999999
0.5,-1,0.8805,0.7459300000000001
0.5,0,0.84802,0.49829
0.5,1,0.87844,0.25604
0.5,2,0.9383000000000001,0.09091
0.5,3,0.9800800000000001,0.02384
0.5,4,0.99616,0.00356
0.6000000000000001,-5,0.99938,0.99953
0.6000000000000001,-4,0.99488,0.9955400000000001
0.6000000000000001,-3,0.97446,0.97475
0.6000000000000001,-2,0.9253399999999999,0.90337
0.6000000000000001,-1,0.8583000000000001,0.74339
0.6000000000000001,0,0.8234199999999999,0.50127
0.6000000000000001,1,0.8565400000000001,0.26161
0.6000000000000001,2,0.92438,0.09580999999999999
0.6000000000000001,3,0.9746,0.026119999999999997
0.6000000000000001,4,0.99506,0.00429
0.7000000000000001,-5,0.9990600000000001,0.9993299999999999
