internal_noise_std,criteria,prob_agree,prob_first
0.0,-5,1.0,1.0
0.0,-4,1.0,0.9968
0.0,-3,1.0,0.9846
0.0,-2,1.0,0.9225
0.0,-1,1.0,0.7572
0.0,0,1.0,0.5064
0.0,1,1.0,0.2383
0.0,2,1.0,0.0775
0.0,3,1.0,0.017599999999999998
0.0,4,1.0,0.0019
0.1,-5,1.0,0.9999
0.1,-4,0.9996,0.9981
0.1,-3,0.9961,0.98145
0.1,-2,0.9892,0.9185000000000001
0.1,-1,0.9775,0.7624500000000001
0.1,0,0.967,0.4957
0.1,1,0.9763999999999999,0.2468
0.1,2,0.9878,0.0747
0.1,3,0.9957,0.01865
0.1,4,0.9994999999999999,0.0025499999999999997
0.2,-5,1.0,0.9999
0.2,-4,0.9987,0.9977500000000001
0.2,-3,0.9935,0.98095
0.2,-2,0.9753999999999999,0.9189
0.2,-1,0.9497,0.75605
0.2,0,0.9384,0.5069
0.2,1,0.95,0.24969999999999998
0.2,2,0.9778,0.08070000000000001
0.2,3,0.9941000000000001,0.01585
0.2,4,0.9986,0.0023
0.30000000000000004,-5,0.9997,0.9996500000000001
0.30000000000000004,-4,0.9972,0.9960000000000001
0.30000000000000004,-3,0.991,0.9823000000000001
0.30000000000000004,-2,0.9648,0.9179
0.30000000000000004,-1,0.9284000000000001,0.7599
0.30000000000000004,0,0.906,0.503
0.30000000000000004,1,0.9239,0.24765
0.30000000000000004,2,0.9687999999999999,0.0823
0.30000000000000004,3,0.9878,0.019
0.30000000000000004,4,0.9983000000000001,0.00245
0.4,-5,0.9991,0.9994500000000001
0.4,-4,0.9967,0.99685
0.4,-3,0.9856999999999999,0.9802500000000001
0.4,-2,0.9514999999999999,0.9108499999999999
0.4,-1,0.9023,0.75125
0.4,0,0.8812,0.5039
0.4,1,0.9032,0.24539999999999998
0.4,2,0.9527999999999999,0.08449999999999999
0.4,3,0.9859,0.02135
0.4,4,0.9968999999999999,0.0036500000000000005
0.5,-5,0.9993000000000001,0.9996500000000001
0.5,-4,0.9964999999999999,0.99565
0.5,-3,0.9818,0.9781000000000001
0.5,-2,0.9409000000000001,0.91585
0.5,-1,0.881,0.7478
0.5,0,0.8581,0.49734999999999996
0.5,1,0.8795,0.25455
0.5,2,0.9423999999999999,0.0898
0.5,3,0.9794,0.023799999999999998
0.5,4,0.9946999999999999,0.00475
0.6000000000000001,-5,0.9993000000000001,0.9994500000000001
0.6000000000000001,-4,0.9941000000000001,0.99555
0.6000000000000001,-3,0.9742,0.9753000000000001
0.6000000000000001,-2,0.9264000000000001,0.8997999999999999
0.6000000000000001,-1,0.8602000000000001,0.7401
0.6000000000000001,0,0.8295,0.49784999999999996
0.6000000000000001,1,0.8562,0.2571
0.6000000000000001,2,0.9267000000000001,0.09405
0.6000000000000001,3,0.9747999999999999,0.024
0.6000000000000001,4,0.9945999999999999,0.0041
0.7000000000000001,-5,0.9989000000000001,0.99925
0.7000000000000001,-4,0.9923,0.99455
0.7000000000000001,-3,0.9702,0.9714
0.7000000000000001,-2,0.9118,0.8968999999999999
0.7000000000000001,-1,0.8432000000000001,0.7431
0.7000000000000001,0,0.7966,0.4981999999999999
0.7000000000000001,1,0.8403,0.25875
0.7000000000000001,2,0.9126000000000001,0.10289999999999999
0.7000000000000001,3,0.9695,0.02655
0.7000000000000001,4,0.9934,0.0049
0.8,-5,0.9982,0.9991
0.8,-4,0.9911,0.9925499999999999
0.8,-3,0.9648999999999999,0.9711500000000001
0.8,-2,0.9057999999999999,0.8929
0.8,-1,0.8093,0.72305
0.8,0,0.7724,0.5056
0.8,1,0.8138,0.26870000000000005
0.8,2,0.8956,0.10940000000000001
0.8,3,0.9612,0.0319
0.8,4,0.9885999999999999,0.007299999999999999
0.9,-5,0.998,0.9987999999999999
0.9,-4,0.9863,0.99075
0.9,-3,0.9559999999999998,0.9624
0.9,-2,0.8815,0.88085
0.9,-1,0.7977000000000001,0.73245
0.9,0,0.7511,0.49395
0.9,1,0.794,0.27080000000000004
0.9,2,0.8811,0.11845000000000001
0.9,3,0.9557,0.03465
0.9,4,0.9872,0.0089
1.0,-5,0.9975999999999999,0.9986
1.0,-4,0.9836,0.9888
1.0,-3,0.9480000000000001,0.9603999999999999
1.0,-2,0.8679,0.87705
1.0,-1,0.7738,0.7177
1.0,0,0.7339,0.50125
1.0,1,0.7727,0.28925
1.0,2,0.8622,0.12610000000000002
1.0,3,0.9475999999999999,0.0422
1.0,4,0.9842000000000001,0.010100000000000001
1.1,-5,0.9963,0.99795
1.1,-4,0.9803,0.98665
1.1,-3,0.9334,0.9518000000000001
1.1,-2,0.8568999999999999,0.8683500000000001
1.1,-1,0.7591,0.70925
1.1,0,0.7192000000000001,0.5056999999999999
1.1,1,0.7634000000000001,0.2884
1.1,2,0.853,0.13069999999999998
1.1,3,0.9368000000000001,0.0475
1.1,4,0.9779,0.014849999999999999
1.2000000000000002,-5,0.9945999999999999,0.9971
1.2000000000000002,-4,0.9761,0.9859500000000001
1.2000000000000002,-3,0.9257,0.9477499999999999
1.2000000000000002,-2,0.8419000000000001,0.8605499999999999
1.2000000000000002,-1,0.7454,0.7047
1.2000000000000002,0,0.6952999999999999,0.49535
1.2000000000000002,1,0.7494,0.29189999999999994
1.2000000000000002,2,0.8344999999999999,0.14035
1.2000000000000002,3,0.9213000000000001,0.05515
1.2000000000000002,4,0.9743,0.01525
1.3,-5,0.9914,0.9953
1.3,-4,0.9704,0.9814999999999999
1.3,-3,0.9165000000000001,0.94045
1.3,-2,0.8234,0.8497999999999999
