participant,sex,age,block,trial,response,RT
MM,F,23,6,55,stim2,0.223
MM,F,23,6,56,stim2,0.452
MM,F,23,6,57,stim2,0.371
MM,F,23,6,58,stim1,0.344
MM,F,23,6,59,stim2,0.901
MM,F,23,6,60,stim1,0.82
MM,F,23,6,61,stim1,0.552
MM,F,23,6,62,stim2,0.563
MM,F,23,6,63,stim1,0.44
MM,F,23,6,64,stim1,1.372
MM,F,23,6,65,stim2,0.694
MM,F,23,6,66,stim1,0.501
MM,F,23,6,67,stim2,0.477
MM,F,23,6,68,stim1,0.581
MM,F,23,6,69,stim1,0.482
MM,F,23,6,70,stim2,0.496
MM,F,23,6,71,stim2,0.593
MM,F,23,6,72,stim1,0.643
MM,F,23,6,73,stim2,0.621
MM,F,23,6,74,stim2,0.513
MM,F,23,6,75,stim2,1.462
MM,F,23,6,76,stim2,0.496
MM,F,23,6,77,stim1,0.445
MM,F,23,6,78,stim1,0.32
MM,F,23,6,79,stim2,0.693
MM,F,23,6,80,stim2,0.71
MM,F,23,6,81,stim2,0.619
MM,F,23,6,82,stim2,1.247
MM,F,23,6,83,stim2,0.758
MM,F,23,6,84,stim2,0.661
MM,F,23,6,85,stim2,0.724
MM,F,23,6,86,stim1,0.978
MM,F,23,6,87,stim1,0.584
MM,F,23,6,88,stim1,0.346
MM,F,23,6,89,stim1,1.113
MM,F,23,6,90,stim2,0.661
MM,F,23,6,91,stim1,0.534
MM,F,23,6,92,stim1,0.446
MM,F,23,6,93,stim2,0.405
MM,F,23,6,94,stim2,0.242
MM,F,23,6,95,stim1,0.402
MM,F,23,6,96,stim2,0.43
MM,F,23,6,97,stim1,0.432
MM,F,23,6,98,stim1,0.54
MM,F,23,6,99,stim2,0.912
MM,F,23,6,100,stim1,0.446
MM,F,23,7,1,stim1,0.348
MM,F,23,7,2,stim1,0.684
MM,F,23,7,3,stim1,0.401
MM,F,23,7,4,stim1,0.623
MM,F,23,7,5,stim1,0.991
MM,F,23,7,6,stim2,0.243
MM,F,23,7,7,stim1,0.492
MM,F,23,7,8,stim2,0.412
MM,F,23,7,9,stim2,0.361
MM,F,23,7,10,stim1,0.595
MM,F,23,7,11,stim2,0.47
MM,F,23,7,12,stim1,0.519
MM,F,23,7,13,stim2,0.358
MM,F,23,7,14,stim1,0.443
MM,F,23,7,15,stim2,0.772
MM,F,23,7,16,stim1,0.353
MM,F,23,7,17,stim1,0.344
MM,F,23,7,18,stim1,0.46
MM,F,23,7,19,stim1,0.782
MM,F,23,7,20,stim1,0.4
MM,F,23,7,21,stim2,0.339
MM,F,23,7,22,stim2,0.451
MM,F,23,7,23,stim1,0.338
MM,F,23,7,24,stim1,0.531
MM,F,23,7,25,stim1,0.398
MM,F,23,7,26,stim1,0.5
MM,F,23,7,27,stim2,0.904
MM,F,23,7,28,stim1,0.608
MM,F,23,7,29,stim1,0.445
MM,F,23,7,30,stim1,0.5
MM,F,23,7,31,stim1,1.31
MM,F,23,7,32,stim1,0.57
MM,F,23,7,33,stim2,0.599
MM,F,23,7,34,stim1,0.298
MM,F,23,7,35,stim2,0.297
MM,F,23,7,36,stim2,0.363
MM,F,23,7,37,stim2,0.438
MM,F,23,7,38,stim1,0.432
MM,F,23,7,39,stim1,0.635
MM,F,23,7,40,stim1,0.436
MM,F,23,7,41,stim1,0.351
MM,F,23,7,42,stim1,1.131
MM,F,23,7,43,stim1,0.594
MM,F,23,7,44,stim1,0.483
MM,F,23,7,45,stim1,0.837
MM,F,23,7,46,stim1,0.429
MM,F,23,7,47,stim2,0.455
MM,F,23,7,48,stim2,0.346
MM,F,23,7,49,stim2,0.366
MM,F,23,7,50,stim1,0.482
MM,F,23,7,51,stim1,1.212
MM,F,23,7,52,stim1,0.437
MM,F,23,7,53,stim1,0.441
MM,F,23,7,54,stim1,1.001
MM,F,23,7,55,stim2,0.299
MM,F,23,7,56,stim1,0.771
MM,F,23,7,57,stim2,0.295
MM,F,23,7,58,stim1,0.823
MM,F,23,7,59,stim1,0.539
MM,F,23,7,60,stim1,0.703
MM,F,23,7,61,stim2,0.335
MM,F,23,7,62,stim1,0.348
MM,F,23,7,63,stim1,0.315
MM,F,23,7,64,stim1,0.6
MM,F,23,7,65,stim1,0.485
MM,F,23,7,66,stim1,0.443
MM,F,23,7,67,stim2,0.42
MM,F,23,7,68,stim2,0.329
MM,F,23,7,69,stim2,0.405
MM,F,23,7,70,stim2,0.546
MM,F,23,7,71,stim2,0.454
MM,F,23,7,72,stim1,0.231
MM,F,23,7,73,stim1,0.323
MM,F,23,7,74,stim2,0.296
MM,F,23,7,75,stim2,0.481
MM,F,23,7,76,stim1,0.391
MM,F,23,7,77,stim2,0.475
MM,F,23,7,78,stim1,0.947
MM,F,23,7,79,stim2,0.44
MM,F,23,7,80,stim2,0.661
MM,F,23,7,81,stim1,0.963
MM,F,23,7,82,stim1,0.833
MM,F,23,7,83,stim1,0.617
MM,F,23,7,84,stim1,0.598
MM,F,23,7,85,stim2,2.791
MM,F,23,7,86,stim2,0.356
MM,F,23,7,87,stim1,0.735
MM,F,23,7,88,stim1,0.383
MM,F,23,7,89,stim1,0.945
MM,F,23,7,90,stim2,0.621
MM,F,23,7,91,stim1,0.312
MM,F,23,7,92,stim1,0.329
MM,F,23,7,93,stim1,0.389
MM,F,23,7,94,stim2,0.385
MM,F,23,7,95,stim1,0.581
MM,F,23,7,96,stim1,1.131
MM,F,23,7,97,stim1,0.43
MM,F,23,7,98,stim2,0.608
MM,F,23,7,99,stim2,0.694
MM,F,23,7,100,stim1,0.587
