participant,block,trial,resp,RT,f,eq
LN,3,55,0,0.146,5238.23510351,-2.30588308
LN,3,55,0,0.146,6147.96204348,-9.40470967
LN,3,55,0,0.146,7197.05751481,-1.46913001
LN,3,55,0,0.146,8406.87252591,7.78098711
LN,3,55,0,0.146,9802.02902128,-5.42982592
LN,3,55,0,0.146,11410.92098301,-0.31562967
LN,3,55,0,0.146,13266.29230024,11.60834594
LN,3,55,0,0.146,15405.90316702,0.7571432
LN,3,55,0,0.146,17873.29857123,0.7995075
LN,3,55,0,0.146,20718.69451459,1.48001844
LN,3,55,0,0.146,24000,0.73113202
LN,3,55,1,0.146,0,4.36310096
LN,3,55,1,0.146,107.23874129,-3.40354458
LN,3,55,1,0.146,230.90626491,-0.0796623
LN,3,55,1,0.146,373.51943078,1.08794597
LN,3,55,1,0.146,537.98067721,-2.08746132
LN,3,55,1,0.146,727.63709087,5.70190817
LN,3,55,1,0.146,946.34852608,-3.24177322
LN,3,55,1,0.146,1198.56615988,4.72360795
LN,3,55,1,0.146,1489.42308164,7.54194928
LN,3,55,1,0.146,1824.83876082,-3.03807709
LN,3,55,1,0.146,2211.63951892,3.03071935
LN,3,55,1,0.146,2657.69745762,-2.89578309
LN,3,55,1,0.146,3172.09067045,9.38061523
LN,3,55,1,0.146,3765.28799853,1.30342626
LN,3,55,1,0.146,4449.36209061,4.47272762
LN,3,55,1,0.146,5238.23510351,6.85777139
LN,3,55,1,0.146,6147.96204348,-9.91958604
LN,3,55,1,0.146,7197.05751481,3.1394352
LN,3,55,1,0.146,8406.87252591,4.32986708
LN,3,55,1,0.146,9802.02902128,0.30099443
LN,3,55,1,0.146,11410.92098301,-5.95222939
LN,3,55,1,0.146,13266.29230024,4.79924892
LN,3,55,1,0.146,15405.90316702,-0.80675213
LN,3,55,1,0.146,17873.29857123,-4.9518876
LN,3,55,1,0.146,20718.69451459,4.54312517
LN,3,55,1,0.146,24000,0.83410781
LN,3,56,0,0.161,0,3.75240199
LN,3,56,0,0.161,107.23874129,1.73779898
LN,3,56,0,0.161,230.90626491,2.60516792
LN,3,56,0,0.161,373.51943078,-5.54928612
LN,3,56,0,0.161,537.98067721,6.2898264
LN,3,56,0,0.161,727.63709087,-4.10241408
LN,3,56,0,0.161,946.34852608,0.26717951
LN,3,56,0,0.161,1198.56615988,0.78415632
LN,3,56,0,0.161,1489.42308164,1.18269168
LN,3,56,0,0.161,1824.83876082,-2.57621298
LN,3,56,0,0.161,2211.63951892,-3.55132326
LN,3,56,0,0.161,2657.69745762,-0.42534966
LN,3,56,0,0.161,3172.09067045,-4.88958251
LN,3,56,0,0.161,3765.28799853,-7.24877898
LN,3,56,0,0.161,4449.36209061,-1.38449119
LN,3,56,0,0.161,5238.23510351,-1.20583889
LN,3,56,0,0.161,6147.96204348,0.93693691
LN,3,56,0,0.161,7197.05751481,1.52785895
LN,3,56,0,0.161,8406.87252591,-0.48073239
LN,3,56,0,0.161,9802.02902128,4.93791149
LN,3,56,0,0.161,11410.92098301,0.81595245
LN,3,56,0,0.161,13266.29230024,1.9656967
LN,3,56,0,0.161,15405.90316702,-0.42086991
LN,3,56,0,0.161,17873.29857123,-2.67229209
LN,3,56,0,0.161,20718.69451459,10.88376805
LN,3,56,0,0.161,24000,4.32596597
LN,3,56,1,0.161,0,-5.39398625
LN,3,56,1,0.161,107.23874129,0.72678802
LN,3,56,1,0.161,230.90626491,-9.88749837
LN,3,56,1,0.161,373.51943078,-7.89440744
LN,3,56,1,0.161,537.98067721,-0.86610208
LN,3,56,1,0.161,727.63709087,-2.90881462
LN,3,56,1,0.161,946.34852608,-3.14838932
LN,3,56,1,0.161,1198.56615988,-0.39579312
LN,3,56,1,0.161,1489.42308164,10.18993646
LN,3,56,1,0.161,1824.83876082,3.85332944
LN,3,56,1,0.161,2211.63951892,-3.18532517
LN,3,56,1,0.161,2657.69745762,-1.30980051
LN,3,56,1,0.161,3172.09067045,2.37630919
LN,3,56,1,0.161,3765.28799853,0.45253833
LN,3,56,1,0.161,4449.36209061,-0.24944401
LN,3,56,1,0.161,5238.23510351,5.09018521
LN,3,56,1,0.161,6147.96204348,-4.13594973
LN,3,56,1,0.161,7197.05751481,-9.45823117
LN,3,56,1,0.161,8406.87252591,1.69492956
LN,3,56,1,0.161,9802.02902128,-5.25628123
LN,3,56,1,0.161,11410.92098301,-1.29486595
LN,3,56,1,0.161,13266.29230024,4.31256126
LN,3,56,1,0.161,15405.90316702,3.72217802
LN,3,56,1,0.161,17873.29857123,-3.87689202
LN,3,56,1,0.161,20718.69451459,-3.3208045
LN,3,56,1,0.161,24000,11.98666762
LN,3,57,1,0.29,0,-1.11348363
LN,3,57,1,0.29,107.23874129,-0.08443898
LN,3,57,1,0.29,230.90626491,3.77118273
LN,3,57,1,0.29,373.51943078,5.51554506
LN,3,57,1,0.29,537.98067721,5.2752338
LN,3,57,1,0.29,727.63709087,-9.38413053
LN,3,57,1,0.29,946.34852608,-7.75576705
LN,3,57,1,0.29,1198.56615988,-6.23974599
LN,3,57,1,0.29,1489.42308164,5.94102609
LN,3,57,1,0.29,1824.83876082,-1.91953622
LN,3,57,1,0.29,2211.63951892,0.56835362
LN,3,57,1,0.29,2657.69745762,-4.70352284
LN,3,57,1,0.29,3172.09067045,1.42889725
LN,3,57,1,0.29,3765.28799853,8.68871537
LN,3,57,1,0.29,4449.36209061,-7.52249576
LN,3,57,1,0.29,5238.23510351,1.0568918
LN,3,57,1,0.29,6147.96204348,3.32641322
LN,3,57,1,0.29,7197.05751481,1.45682412
LN,3,57,1,0.29,8406.87252591,2.95432133
LN,3,57,1,0.29,9802.02902128,8.05082352
LN,3,57,1,0.29,11410.92098301,-9.91364594
LN,3,57,1,0.29,13266.29230024,-0.29144151
LN,3,57,1,0.29,15405.90316702,0.79284894
LN,3,57,1,0.29,17873.29857123,-4.0909314
LN,3,57,1,0.29,20718.69451459,-9.89252225
LN,3,57,1,0.29,24000,-5.37873208
LN,3,57,0,0.29,0,-1.31156041
LN,3,57,0,0.29,107.23874129,-3.58515447
LN,3,57,0,0.29,230.90626491,-2.73415888
LN,3,57,0,0.29,373.51943078,4.78438668
LN,3,57,0,0.29,537.98067721,-4.2285954
LN,3,57,0,0.29,727.63709087,-2.25280734
LN,3,57,0,0.29,946.34852608,5.70781485
LN,3,57,0,0.29,1198.56615988,-7.83257373
LN,3,57,0,0.29,1489.42308164,-0.92331008
LN,3,57,0,0.29,1824.83876082,-2.4967934
LN,3,57,0,0.29,2211.63951892,0.95085692
LN,3,57,0,0.29,2657.69745762,3.6621709
LN,3,57,0,0.29,3172.09067045,8.50957175
LN,3,57,0,0.29,3765.28799853,-6.56309728
LN,3,57,0,0.29,4449.36209061,-3.08953781
LN,3,57,0,0.29,5238.23510351,-3.46135584
LN,3,57,0,0.29,6147.96204348,-0.20340245
LN,3,57,0,0.29,7197.05751481,-0.37961712
LN,3,57,0,0.29,8406.87252591,-4.50847353
LN,3,57,0,0.29,9802.02902128,3.44002166
LN,3,57,0,0.29,11410.92098301,-9.24719907
LN,3,57,0,0.29,13266.29230024,8.16296859
LN,3,57,0,0.29,15405.90316702,1.41589925
LN,3,57,0,0.29,17873.29857123,2.72474711
LN,3,57,0,0.29,20718.69451459,-3.51637438
LN,3,57,0,0.29,24000,3.38670959
LN,3,58,1,0.283,0,7.40366191
LN,3,58,1,0.283,107.23874129,-4.04960689
LN,3,58,1,0.283,230.90626491,-3.11806083
LN,3,58,1,0.283,373.51943078,-1.01806998
LN,3,58,1,0.283,537.98067721,-4.36435987
LN,3,58,1,0.283,727.63709087,-3.498391
LN,3,58,1,0.283,946.34852608,-2.62885118
LN,3,58,1,0.283,1198.56615988,0.53590797
LN,3,58,1,0.283,1489.42308164,0.0558494
LN,3,58,1,0.283,1824.83876082,-6.02443741
LN,3,58,1,0.283,2211.63951892,2.71192896
LN,3,58,1,0.283,2657.69745762,-8.74189894
LN,3,58,1,0.283,3172.09067045,7.58359042
LN,3,58,1,0.283,3765.28799853,-2.33062118
LN,3,58,1,0.283,4449.36209061,2.71264183
LN,3,58,1,0.283,5238.23510351,4.0290962
LN,3,58,1,0.283,6147.96204348,-6.39292759
LN,3,58,1,0.283,7197.05751481,-1.08776328
LN,3,58,1,0.283,8406.87252591,2.68594287
LN,3,58,1,0.283,9802.02902128,5.58002846
LN,3,58,1,0.283,11410.92098301,5.09255843
LN,3,58,1,0.283,13266.29230024,3.93821308
LN,3,58,1,0.283,15405.90316702,2.33689693
LN,3,58,1,0.283,17873.29857123,2.17572922
LN,3,58,1,0.283,20718.69451459,-4.02951134
LN,3,58,1,0.283,24000,2.52541254
LN,3,58,0,0.283,0,6.52153056
LN,3,58,0,0.283,107.23874129,-2.63988841
LN,3,58,0,0.283,230.90626491,1.63483551
LN,3,58,0,0.283,373.51943078,3.0216587
LN,3,58,0,0.283,537.98067721,-1.74172593
LN,3,58,0,0.283,727.63709087,4.53175086
LN,3,58,0,0.283,946.34852608,-1.0090442
LN,3,58,0,0.283,1198.56615988,-5.9702272
LN,3,58,0,0.283,1489.42308164,6.60080018
LN,3,58,0,0.283,1824.83876082,6.30386851
LN,3,58,0,0.283,2211.63951892,-5.6315198
LN,3,58,0,0.283,2657.69745762,-2.64599558
LN,3,58,0,0.283,3172.09067045,-1.49552451
LN,3,58,0,0.283,3765.28799853,2.26467904
LN,3,58,0,0.283,4449.36209061,8.47046951
LN,3,58,0,0.283,5238.23510351,-2.42332277
LN,3,58,0,0.283,6147.96204348,-3.6087237
LN,3,58,0,0.283,7197.05751481,2.33620801
LN,3,58,0,0.283,8406.87252591,3.64992949
LN,3,58,0,0.283,9802.02902128,-11.55452103
LN,3,58,0,0.283,11410.92098301,5.96122981
LN,3,58,0,0.283,13266.29230024,9.88446707
LN,3,58,0,0.283,15405.90316702,-2.0939365
LN,3,58,0,0.283,17873.29857123,-7.9096952
LN,3,58,0,0.283,20718.69451459,-2.37364694
LN,3,58,0,0.283,24000,-2.91457138
LN,3,59,0,0.024,0,-6.43750685
LN,3,59,0,0.024,107.23874129,-4.98006816
LN,3,59,0,0.024,230.90626491,-4.90952013
LN,3,59,0,0.024,373.51943078,0.55350503
LN,3,59,0,0.024,537.98067721,1.43357287
LN,3,59,0,0.024,727.63709087,2.33032646
LN,3,59,0,0.024,946.34852608,0.04250362
LN,3,59,0,0.024,1198.56615988,3.6090846
LN,3,59,0,0.024,1489.42308164,1.71144862
LN,3,59,0,0.024,1824.83876082,-0.5116199
LN,3,59,0,0.024,2211.63951892,-0.94026197
LN,3,59,0,0.024,2657.69745762,-0.03240765
LN,3,59,0,0.024,3172.09067045,-4.2752214
LN,3,59,0,0.024,3765.28799853,-1.09833805
LN,3,59,0,0.024,4449.36209061,0.0387768
LN,3,59,0,0.024,5238.23510351,-8.25795487
LN,3,59,0,0.024,6147.96204348,0.65863047
LN,3,59,0,0.024,7197.05751481,1.73222635
LN,3,59,0,0.024,8406.87252591,2.13144667
LN,3,59,0,0.024,9802.02902128,0.73783111
LN,3,59,0,0.024,11410.92098301,5.65880952
LN,3,59,0,0.024,13266.29230024,-5.95453469
LN,3,59,0,0.024,15405.90316702,-2.38066496
LN,3,59,0,0.024,17873.29857123,1.13197932
LN,3,59,0,0.024,20718.69451459,-5.32624186
LN,3,59,0,0.024,24000,-0.93326781
LN,3,59,1,0.024,0,2.33873352
LN,3,59,1,0.024,107.23874129,3.90994089
LN,3,59,1,0.024,230.90626491,3.89826404
LN,3,59,1,0.024,373.51943078,2.95055468
LN,3,59,1,0.024,537.98067721,1.09245614
LN,3,59,1,0.024,727.63709087,1.20419679
LN,3,59,1,0.024,946.34852608,-2.01665277
LN,3,59,1,0.024,1198.56615988,-4.25544918
LN,3,59,1,0.024,1489.42308164,4.58897499
LN,3,59,1,0.024,1824.83876082,-1.30003431
LN,3,59,1,0.024,2211.63951892,-0.7404626
LN,3,59,1,0.024,2657.69745762,0.15296564
LN,3,59,1,0.024,3172.09067045,-6.84368048
LN,3,59,1,0.024,3765.28799853,6.21760541
LN,3,59,1,0.024,4449.36209061,6.01401288
LN,3,59,1,0.024,5238.23510351,-1.02481296
LN,3,59,1,0.024,6147.96204348,-1.43952203
LN,3,59,1,0.024,7197.05751481,-3.06034299
LN,3,59,1,0.024,8406.87252591,-5.51603405
LN,3,59,1,0.024,9802.02902128,4.61845039
LN,3,59,1,0.024,11410.92098301,0.75489884
LN,3,59,1,0.024,13266.29230024,6.54451473
LN,3,59,1,0.024,15405.90316702,1.74116794
LN,3,59,1,0.024,17873.29857123,-3.78708569
LN,3,59,1,0.024,20718.69451459,-4.47820213
LN,3,59,1,0.024,24000,2.37794884
LN,3,60,1,0.234,0,4.30444715
LN,3,60,1,0.234,107.23874129,1.92986545
LN,3,60,1,0.234,230.90626491,7.62338207
LN,3,60,1,0.234,373.51943078,0.43300814
LN,3,60,1,0.234,537.98067721,11.2246682
LN,3,60,1,0.234,727.63709087,-3.80080686
LN,3,60,1,0.234,946.34852608,-10.34038748
LN,3,60,1,0.234,1198.56615988,-0.46890612
LN,3,60,1,0.234,1489.42308164,-4.79919126
LN,3,60,1,0.234,1824.83876082,-3.77746388
LN,3,60,1,0.234,2211.63951892,2.20410282
LN,3,60,1,0.234,2657.69745762,-3.43036275
LN,3,60,1,0.234,3172.09067045,-8.75620056
LN,3,60,1,0.234,3765.28799853,4.09391012
LN,3,60,1,0.234,4449.36209061,-6.43981388
LN,3,60,1,0.234,5238.23510351,-5.17661016
LN,3,60,1,0.234,6147.96204348,1.98927144
LN,3,60,1,0.234,7197.05751481,5.18796301
LN,3,60,1,0.234,8406.87252591,-0.53548545
LN,3,60,1,0.234,9802.02902128,0.05941804
LN,3,60,1,0.234,11410.92098301,3.88168832
LN,3,60,1,0.234,13266.29230024,-2.0579165
LN,3,60,1,0.234,15405.90316702,2.12893026
LN,3,60,1,0.234,17873.29857123,-4.79744236
LN,3,60,1,0.234,20718.69451459,-1.88877831
LN,3,60,1,0.234,24000,-8.70718468
LN,3,60,0,0.234,0,6.22356449
LN,3,60,0,0.234,107.23874129,-3.40366006
LN,3,60,0,0.234,230.90626491,0.81327005
LN,3,60,0,0.234,373.51943078,-0.42419952
LN,3,60,0,0.234,537.98067721,0.29431819
LN,3,60,0,0.234,727.63709087,-2.12234239
LN,3,60,0,0.234,946.34852608,4.03587291
LN,3,60,0,0.234,1198.56615988,-1.44117615
LN,3,60,0,0.234,1489.42308164,7.22346839
LN,3,60,0,0.234,1824.83876082,-2.39749756
LN,3,60,0,0.234,2211.63951892,4.59805293
LN,3,60,0,0.234,2657.69745762,-2.34509293
LN,3,60,0,0.234,3172.09067045,-2.86574512
LN,3,60,0,0.234,3765.28799853,1.95994366
LN,3,60,0,0.234,4449.36209061,1.75379842
LN,3,60,0,0.234,5238.23510351,8.95991655
LN,3,60,0,0.234,6147.96204348,-0.63468167
LN,3,60,0,0.234,7197.05751481,-1.81097006
LN,3,60,0,0.234,8406.87252591,-9.25663726
LN,3,60,0,0.234,9802.02902128,-0.50094921
LN,3,60,0,0.234,11410.92098301,-1.7969501
LN,3,60,0,0.234,13266.29230024,5.76274665
LN,3,60,0,0.234,15405.90316702,-0.33775702
LN,3,60,0,0.234,17873.29857123,-1.91002255
LN,3,60,0,0.234,20718.69451459,2.05757948
LN,3,60,0,0.234,24000,-2.04141413
LN,3,61,0,0.107,0,3.00969367
LN,3,61,0,0.107,107.23874129,-1.83791273
LN,3,61,0,0.107,230.90626491,-1.00584394
LN,3,61,0,0.107,373.51943078,-12.05658136
LN,3,61,0,0.107,537.98067721,-2.02146167
LN,3,61,0,0.107,727.63709087,2.37751429
LN,3,61,0,0.107,946.34852608,8.95900267
LN,3,61,0,0.107,1198.56615988,-3.76674752
LN,3,61,0,0.107,1489.42308164,2.26748368
LN,3,61,0,0.107,1824.83876082,-4.52642118
LN,3,61,0,0.107,2211.63951892,-0.80207868
LN,3,61,0,0.107,2657.69745762,-6.38482969
LN,3,61,0,0.107,3172.09067045,-0.64997305
LN,3,61,0,0.107,3765.28799853,-1.39200415
LN,3,61,0,0.107,4449.36209061,7.46496175
LN,3,61,0,0.107,5238.23510351,-6.90597699
LN,3,61,0,0.107,6147.96204348,8.15011151
LN,3,61,0,0.107,7197.05751481,-5.8279924
LN,3,61,0,0.107,8406.87252591,-7.46568908
LN,3,61,0,0.107,9802.02902128,-5.34975275
LN,3,61,0,0.107,11410.92098301,9.17304761
LN,3,61,0,0.107,13266.29230024,-1.73686055
LN,3,61,0,0.107,15405.90316702,-0.29679011
LN,3,61,0,0.107,17873.29857123,5.69093273
LN,3,61,0,0.107,20718.69451459,2.74720973
LN,3,61,0,0.107,24000,2.42821153
LN,3,61,1,0.107,0,7.13860677
LN,3,61,1,0.107,107.23874129,-7.06482856
LN,3,61,1,0.107,230.90626491,-0.18636743
LN,3,61,1,0.107,373.51943078,-0.86259867
LN,3,61,1,0.107,537.98067721,3.28013984
LN,3,61,1,0.107,727.63709087,-0.03341113
LN,3,61,1,0.107,946.34852608,-3.94611906
LN,3,61,1,0.107,1198.56615988,-0.66772317
LN,3,61,1,0.107,1489.42308164,0.88238513
LN,3,61,1,0.107,1824.83876082,-3.13086043
LN,3,61,1,0.107,2211.63951892,6.34313976
LN,3,61,1,0.107,2657.69745762,6.60763058
LN,3,61,1,0.107,3172.09067045,4.54677699
LN,3,61,1,0.107,3765.28799853,-7.6005844
LN,3,61,1,0.107,4449.36209061,-5.17787227
LN,3,61,1,0.107,5238.23510351,1.79082536
LN,3,61,1,0.107,6147.96204348,-5.88496414
LN,3,61,1,0.107,7197.05751481,-1.94288101
LN,3,61,1,0.107,8406.87252591,7.3715559
LN,3,61,1,0.107,9802.02902128,-0.92884281
LN,3,61,1,0.107,11410.92098301,-8.51490006
LN,3,61,1,0.107,13266.29230024,3.65546552
LN,3,61,1,0.107,15405.90316702,-0.64847638
LN,3,61,1,0.107,17873.29857123,8.53505668
LN,3,61,1,0.107,20718.69451459,4.27222461
LN,3,61,1,0.107,24000,1.32149542
LN,3,62,1,0.13,0,4.09435756
LN,3,62,1,0.13,107.23874129,4.10889526
LN,3,62,1,0.13,230.90626491,5.20688171
LN,3,62,1,0.13,373.51943078,-0.43758832
LN,3,62,1,0.13,537.98067721,1.55892838
LN,3,62,1,0.13,727.63709087,-5.11139631
LN,3,62,1,0.13,946.34852608,9.75439512
LN,3,62,1,0.13,1198.56615988,-2.14081577
LN,3,62,1,0.13,1489.42308164,3.406335
LN,3,62,1,0.13,1824.83876082,1.9157313
LN,3,62,1,0.13,2211.63951892,3.37692539
LN,3,62,1,0.13,2657.69745762,0.31736084
LN,3,62,1,0.13,3172.09067045,9.76374191
LN,3,62,1,0.13,3765.28799853,-1.17504222
LN,3,62,1,0.13,4449.36209061,2.68142334
LN,3,62,1,0.13,5238.23510351,-1.87459264
LN,3,62,1,0.13,6147.96204348,1.69667256
LN,3,62,1,0.13,7197.05751481,0.22806758
LN,3,62,1,0.13,8406.87252591,2.62430769
LN,3,62,1,0.13,9802.02902128,-7.87885349
LN,3,62,1,0.13,11410.92098301,-3.64958869
LN,3,62,1,0.13,13266.29230024,-5.03087191
LN,3,62,1,0.13,15405.90316702,-1.65458799
LN,3,62,1,0.13,17873.29857123,-0.24374391
LN,3,62,1,0.13,20718.69451459,6.1209388
LN,3,62,1,0.13,24000,3.19000653
LN,3,62,0,0.13,0,-1.63077368
LN,3,62,0,0.13,107.23874129,1.19896242
LN,3,62,0,0.13,230.90626491,-1.49704873
LN,3,62,0,0.13,373.51943078,-1.12317541
LN,3,62,0,0.13,537.98067721,0.29034718
LN,3,62,0,0.13,727.63709087,-2.09684846
LN,3,62,0,0.13,946.34852608,-2.47978337
LN,3,62,0,0.13,1198.56615988,-1.40943095
LN,3,62,0,0.13,1489.42308164,0.61992383
LN,3,62,0,0.13,1824.83876082,-4.72793186
LN,3,62,0,0.13,2211.63951892,-2.73860089
LN,3,62,0,0.13,2657.69745762,-7.99685565
LN,3,62,0,0.13,3172.09067045,1.29442042
LN,3,62,0,0.13,3765.28799853,-4.09859273
LN,3,62,0,0.13,4449.36209061,7.80971438
LN,3,62,0,0.13,5238.23510351,3.17401603
LN,3,62,0,0.13,6147.96204348,-2.67829029
LN,3,62,0,0.13,7197.05751481,1.7620682
LN,3,62,0,0.13,8406.87252591,-8.4721036
LN,3,62,0,0.13,9802.02902128,-1.28317393
LN,3,62,0,0.13,11410.92098301,3.35523372
LN,3,62,0,0.13,13266.29230024,-7.91837814
LN,3,62,0,0.13,15405.90316702,-6.14985122
LN,3,62,0,0.13,17873.29857123,-2.34409401
LN,3,62,0,0.13,20718.69451459,-2.24844903
LN,3,62,0,0.13,24000,-1.57027619
LN,3,63,1,0.416,0,2.970319
LN,3,63,1,0.416,107.23874129,-1.93575348
LN,3,63,1,0.416,230.90626491,4.46880639
LN,3,63,1,0.416,373.51943078,6.22807624
LN,3,63,1,0.416,537.98067721,1.70588482
LN,3,63,1,0.416,727.63709087,-0.1180038
LN,3,63,1,0.416,946.34852608,-0.0127677
LN,3,63,1,0.416,1198.56615988,6.35890502
LN,3,63,1,0.416,1489.42308164,7.44543667
LN,3,63,1,0.416,1824.83876082,-7.45323337
LN,3,63,1,0.416,2211.63951892,-1.85049087
LN,3,63,1,0.416,2657.69745762,-11.58004223
LN,3,63,1,0.416,3172.09067045,0.1524704
LN,3,63,1,0.416,3765.28799853,8.08844736
LN,3,63,1,0.416,4449.36209061,3.98186569
LN,3,63,1,0.416,5238.23510351,3.00588515
LN,3,63,1,0.416,6147.96204348,-3.72568268
LN,3,63,1,0.416,7197.05751481,-2.50103518
LN,3,63,1,0.416,8406.87252591,-6.14531287
LN,3,63,1,0.416,9802.02902128,3.23822818
LN,3,63,1,0.416,11410.92098301,2.39659801
LN,3,63,1,0.416,13266.29230024,4.87325252
LN,3,63,1,0.416,15405.90316702,-1.88844668
LN,3,63,1,0.416,17873.29857123,4.45349205
LN,3,63,1,0.416,20718.69451459,4.76243066
LN,3,63,1,0.416,24000,-0.1270787
LN,3,63,0,0.416,0,2.13397286
LN,3,63,0,0.416,107.23874129,-5.08494991
LN,3,63,0,0.416,230.90626491,-4.15828688
LN,3,63,0,0.416,373.51943078,8.34234604
LN,3,63,0,0.416,537.98067721,-3.52588093
LN,3,63,0,0.416,727.63709087,9.62597475
LN,3,63,0,0.416,946.34852608,3.53325037
LN,3,63,0,0.416,1198.56615988,1.26015409
LN,3,63,0,0.416,1489.42308164,5.91130514
LN,3,63,0,0.416,1824.83876082,-8.58698316
LN,3,63,0,0.416,2211.63951892,5.48721165
LN,3,63,0,0.416,2657.69745762,0.41120108
LN,3,63,0,0.416,3172.09067045,-7.44380895
LN,3,63,0,0.416,3765.28799853,-2.18987613
LN,3,63,0,0.416,4449.36209061,3.92849362
LN,3,63,0,0.416,5238.23510351,0.19553663
LN,3,63,0,0.416,6147.96204348,-5.71567888
LN,3,63,0,0.416,7197.05751481,0.75131964
LN,3,63,0,0.416,8406.87252591,-4.67619957
LN,3,63,0,0.416,9802.02902128,-2.71079944
LN,3,63,0,0.416,11410.92098301,4.54950343
LN,3,63,0,0.416,13266.29230024,2.80665346
LN,3,63,0,0.416,15405.90316702,-11.82160019
LN,3,63,0,0.416,17873.29857123,-11.34589746
LN,3,63,0,0.416,20718.69451459,-7.03740404
LN,3,63,0,0.416,24000,-9.25413924
LN,3,64,0,0.152,0,-8.59836352
LN,3,64,0,0.152,107.23874129,2.61608907
LN,3,64,0,0.152,230.90626491,0.38942874
LN,3,64,0,0.152,373.51943078,-1.2730308
LN,3,64,0,0.152,537.98067721,-1.01225219
LN,3,64,0,0.152,727.63709087,4.63775708
LN,3,64,0,0.152,946.34852608,-3.09205694
LN,3,64,0,0.152,1198.56615988,-10.89331709
LN,3,64,0,0.152,1489.42308164,-5.60544997
LN,3,64,0,0.152,1824.83876082,5.20999149
LN,3,64,0,0.152,2211.63951892,2.46414342
LN,3,64,0,0.152,2657.69745762,-6.33293151
LN,3,64,0,0.152,3172.09067045,-2.54207994
LN,3,64,0,0.152,3765.28799853,1.22089329
LN,3,64,0,0.152,4449.36209061,-2.04447583
LN,3,64,0,0.152,5238.23510351,-3.12421682
LN,3,64,0,0.152,6147.96204348,-2.2504937
LN,3,64,0,0.152,7197.05751481,-1.79518445
LN,3,64,0,0.152,8406.87252591,3.54498779
LN,3,64,0,0.152,9802.02902128,7.41090349
LN,3,64,0,0.152,11410.92098301,6.25900195
LN,3,64,0,0.152,13266.29230024,0.31693391
LN,3,64,0,0.152,15405.90316702,1.97996125
LN,3,64,0,0.152,17873.29857123,5.84995301
LN,3,64,0,0.152,20718.69451459,-9.15390472
LN,3,64,0,0.152,24000,-2.02496818
LN,3,64,1,0.152,0,-1.74287723
LN,3,64,1,0.152,107.23874129,-1.70697688
LN,3,64,1,0.152,230.90626491,-6.38945126
LN,3,64,1,0.152,373.51943078,-2.04849352
LN,3,64,1,0.152,537.98067721,8.7119992
LN,3,64,1,0.152,727.63709087,1.20185438
LN,3,64,1,0.152,946.34852608,-5.0055981
LN,3,64,1,0.152,1198.56615988,8.14105425
LN,3,64,1,0.152,1489.42308164,-0.91187281
LN,3,64,1,0.152,1824.83876082,4.99594826
LN,3,64,1,0.152,2211.63951892,9.20321299
LN,3,64,1,0.152,2657.69745762,5.40022418
LN,3,64,1,0.152,3172.09067045,-0.76745857
LN,3,64,1,0.152,3765.28799853,-3.33207297
LN,3,64,1,0.152,4449.36209061,6.85654266
LN,3,64,1,0.152,5238.23510351,-8.11233857
LN,3,64,1,0.152,6147.96204348,-0.13411962
LN,3,64,1,0.152,7197.05751481,5.07970625
LN,3,64,1,0.152,8406.87252591,1.73341617
LN,3,64,1,0.152,9802.02902128,-6.20093642
LN,3,64,1,0.152,11410.92098301,-3.07264494
LN,3,64,1,0.152,13266.29230024,3.98226849
LN,3,64,1,0.152,15405.90316702,5.57823694
LN,3,64,1,0.152,17873.29857123,-2.77437432
LN,3,64,1,0.152,20718.69451459,-1.98820579
LN,3,64,1,0.152,24000,8.40681167
LN,3,65,1,0.252,0,-0.79120224
LN,3,65,1,0.252,107.23874129,7.35008666
LN,3,65,1,0.252,230.90626491,-1.51485762
LN,3,65,1,0.252,373.51943078,-1.93344561
LN,3,65,1,0.252,537.98067721,-2.82350169
LN,3,65,1,0.252,727.63709087,-7.95717095
LN,3,65,1,0.252,946.34852608,-0.83128957
LN,3,65,1,0.252,1198.56615988,0.81392682
LN,3,65,1,0.252,1489.42308164,-8.41400873
LN,3,65,1,0.252,1824.83876082,-7.90717291
LN,3,65,1,0.252,2211.63951892,3.21352925
LN,3,65,1,0.252,2657.69745762,-0.42525201
LN,3,65,1,0.252,3172.09067045,-3.41191404
LN,3,65,1,0.252,3765.28799853,-0.82412703
LN,3,65,1,0.252,4449.36209061,4.81835504
LN,3,65,1,0.252,5238.23510351,-1.62199124
LN,3,65,1,0.252,6147.96204348,1.48337895
LN,3,65,1,0.252,7197.05751481,-4.74553959
LN,3,65,1,0.252,8406.87252591,3.43827596
LN,3,65,1,0.252,9802.02902128,3.21625097
LN,3,65,1,0.252,11410.92098301,-1.49041568
LN,3,65,1,0.252,13266.29230024,-1.56088995
LN,3,65,1,0.252,15405.90316702,-2.06525469
LN,3,65,1,0.252,17873.29857123,-1.61659585
LN,3,65,1,0.252,20718.69451459,-1.02474659
LN,3,65,1,0.252,24000,-7.23997143
LN,3,65,0,0.252,0,0.0104022
LN,3,65,0,0.252,107.23874129,-0.06044618
LN,3,65,0,0.252,230.90626491,3.78083675
LN,3,65,0,0.252,373.51943078,-11.28102194
LN,3,65,0,0.252,537.98067721,5.51080918
LN,3,65,0,0.252,727.63709087,1.61756204
LN,3,65,0,0.252,946.34852608,0.87521751
LN,3,65,0,0.252,1198.56615988,-8.12242395
