participant,block,trial,resp,RT,f,eq
MM,1,5,0,1.057,20718.69451459,-0.89482407
MM,1,5,0,1.057,24000,-3.79735671
MM,1,5,1,1.057,0,-3.93429055
MM,1,5,1,1.057,107.23874129,3.25557798
MM,1,5,1,1.057,230.90626491,-2.58894484
MM,1,5,1,1.057,373.51943078,-0.87715048
MM,1,5,1,1.057,537.98067721,3.6629959
MM,1,5,1,1.057,727.63709087,-3.07145559
MM,1,5,1,1.057,946.34852608,3.5831108
MM,1,5,1,1.057,1198.56615988,-5.76136004
MM,1,5,1,1.057,1489.42308164,-3.72338897
MM,1,5,1,1.057,1824.83876082,-3.58486985
MM,1,5,1,1.057,2211.63951892,5.50402677
MM,1,5,1,1.057,2657.69745762,-1.99665546
MM,1,5,1,1.057,3172.09067045,8.56571399
MM,1,5,1,1.057,3765.28799853,7.79643748
MM,1,5,1,1.057,4449.36209061,3.40645006
MM,1,5,1,1.057,5238.23510351,-0.13177226
MM,1,5,1,1.057,6147.96204348,0.31366213
MM,1,5,1,1.057,7197.05751481,2.38922299
MM,1,5,1,1.057,8406.87252591,3.3175486
MM,1,5,1,1.057,9802.02902128,-4.82367024
MM,1,5,1,1.057,11410.92098301,7.49878485
MM,1,5,1,1.057,13266.29230024,3.86064131
MM,1,5,1,1.057,15405.90316702,-4.09948138
MM,1,5,1,1.057,17873.29857123,0.73542845
MM,1,5,1,1.057,20718.69451459,4.02382321
MM,1,5,1,1.057,24000,5.68949813
MM,1,6,1,1.288,0,5.94288059
MM,1,6,1,1.288,107.23874129,3.35501796
MM,1,6,1,1.288,230.90626491,2.7628513
MM,1,6,1,1.288,373.51943078,2.90929706
MM,1,6,1,1.288,537.98067721,3.43151479
MM,1,6,1,1.288,727.63709087,-8.18252992
MM,1,6,1,1.288,946.34852608,-5.54963162
MM,1,6,1,1.288,1198.56615988,0.55534204
MM,1,6,1,1.288,1489.42308164,-0.77738023
MM,1,6,1,1.288,1824.83876082,6.54856933
MM,1,6,1,1.288,2211.63951892,-10.3601344
MM,1,6,1,1.288,2657.69745762,1.31954253
MM,1,6,1,1.288,3172.09067045,-4.65892028
MM,1,6,1,1.288,3765.28799853,-3.43614216
MM,1,6,1,1.288,4449.36209061,-0.5928454
MM,1,6,1,1.288,5238.23510351,1.340751
MM,1,6,1,1.288,6147.96204348,-7.32241859
MM,1,6,1,1.288,7197.05751481,6.94830702
MM,1,6,1,1.288,8406.87252591,4.4412171
MM,1,6,1,1.288,9802.02902128,4.06907158
MM,1,6,1,1.288,11410.92098301,-3.92151778
MM,1,6,1,1.288,13266.29230024,0.01030258
MM,1,6,1,1.288,15405.90316702,5.34650638
MM,1,6,1,1.288,17873.29857123,0.43903419
MM,1,6,1,1.288,20718.69451459,-8.52422067
MM,1,6,1,1.288,24000,-4.79496705
MM,1,6,0,1.288,0,1.93410295
MM,1,6,0,1.288,107.23874129,2.37455826
MM,1,6,0,1.288,230.90626491,3.2521849
MM,1,6,0,1.288,373.51943078,-2.69283613
MM,1,6,0,1.288,537.98067721,2.6907249
MM,1,6,0,1.288,727.63709087,3.78320071
MM,1,6,0,1.288,946.34852608,-2.15464699
MM,1,6,0,1.288,1198.56615988,-4.53448237
MM,1,6,0,1.288,1489.42308164,-3.94963318
MM,1,6,0,1.288,1824.83876082,2.99975103
MM,1,6,0,1.288,2211.63951892,-6.29357611
MM,1,6,0,1.288,2657.69745762,-3.11984507
MM,1,6,0,1.288,3172.09067045,0.01952725
MM,1,6,0,1.288,3765.28799853,0.68036593
MM,1,6,0,1.288,4449.36209061,3.75256634
MM,1,6,0,1.288,5238.23510351,-4.45006907
MM,1,6,0,1.288,6147.96204348,-2.1801061
MM,1,6,0,1.288,7197.05751481,0.44966702
MM,1,6,0,1.288,8406.87252591,-0.4291635
MM,1,6,0,1.288,9802.02902128,4.44621312
MM,1,6,0,1.288,11410.92098301,-5.11361078
MM,1,6,0,1.288,13266.29230024,1.65363895
MM,1,6,0,1.288,15405.90316702,-6.17900243
MM,1,6,0,1.288,17873.29857123,-1.39234105
MM,1,6,0,1.288,20718.69451459,4.05623657
MM,1,6,0,1.288,24000,-6.63431041
MM,1,7,1,1.337,0,-1.87192445
MM,1,7,1,1.337,107.23874129,-0.25417947
MM,1,7,1,1.337,230.90626491,-2.60605016
MM,1,7,1,1.337,373.51943078,-2.65807906
MM,1,7,1,1.337,537.98067721,7.46541297
MM,1,7,1,1.337,727.63709087,-2.45050025
MM,1,7,1,1.337,946.34852608,0.95285879
MM,1,7,1,1.337,1198.56615988,0.95694536
MM,1,7,1,1.337,1489.42308164,5.16995656
MM,1,7,1,1.337,1824.83876082,1.59401819
MM,1,7,1,1.337,2211.63951892,-1.54862596
MM,1,7,1,1.337,2657.69745762,5.48973969
MM,1,7,1,1.337,3172.09067045,-1.36159132
MM,1,7,1,1.337,3765.28799853,2.91149367
MM,1,7,1,1.337,4449.36209061,6.21876276
MM,1,7,1,1.337,5238.23510351,9.39812689
MM,1,7,1,1.337,6147.96204348,-1.96992691
MM,1,7,1,1.337,7197.05751481,4.64624623
MM,1,7,1,1.337,8406.87252591,10.00451614
MM,1,7,1,1.337,9802.02902128,2.41895386
MM,1,7,1,1.337,11410.92098301,-0.76987738
MM,1,7,1,1.337,13266.29230024,-0.0779664
MM,1,7,1,1.337,15405.90316702,-4.52195116
MM,1,7,1,1.337,17873.29857123,2.26729122
MM,1,7,1,1.337,20718.69451459,-4.61097762
MM,1,7,1,1.337,24000,-5.9931177
MM,1,7,0,1.337,0,6.32619569
MM,1,7,0,1.337,107.23874129,-1.32028712
MM,1,7,0,1.337,230.90626491,-3.58399959
MM,1,7,0,1.337,373.51943078,6.3565967
MM,1,7,0,1.337,537.98067721,1.0220633
MM,1,7,0,1.337,727.63709087,0.37510384
MM,1,7,0,1.337,946.34852608,1.4810052
MM,1,7,0,1.337,1198.56615988,-3.03505925
MM,1,7,0,1.337,1489.42308164,11.76040723
MM,1,7,0,1.337,1824.83876082,-0.60388434
MM,1,7,0,1.337,2211.63951892,-9.02848252
MM,1,7,0,1.337,2657.69745762,3.9246511
MM,1,7,0,1.337,3172.09067045,-0.53797906
MM,1,7,0,1.337,3765.28799853,4.92898765
MM,1,7,0,1.337,4449.36209061,-9.58093516
MM,1,7,0,1.337,5238.23510351,-5.76166338
MM,1,7,0,1.337,6147.96204348,3.56905419
MM,1,7,0,1.337,7197.05751481,-4.65144412
MM,1,7,0,1.337,8406.87252591,-3.58552601
MM,1,7,0,1.337,9802.02902128,-6.48312273
MM,1,7,0,1.337,11410.92098301,5.60192062
MM,1,7,0,1.337,13266.29230024,-0.99644642
MM,1,7,0,1.337,15405.90316702,1.36736542
MM,1,7,0,1.337,17873.29857123,-6.12150973
MM,1,7,0,1.337,20718.69451459,-5.00301781
MM,1,7,0,1.337,24000,-1.70049885
MM,1,8,1,1.013,0,5.47639911
MM,1,8,1,1.013,107.23874129,3.00223469
MM,1,8,1,1.013,230.90626491,-1.02316989
MM,1,8,1,1.013,373.51943078,-2.95574293
MM,1,8,1,1.013,537.98067721,-6.97310884
MM,1,8,1,1.013,727.63709087,1.1124267
MM,1,8,1,1.013,946.34852608,3.67771936
MM,1,8,1,1.013,1198.56615988,0.68672788
MM,1,8,1,1.013,1489.42308164,-4.02837904
MM,1,8,1,1.013,1824.83876082,-3.92073359
MM,1,8,1,1.013,2211.63951892,10.05973035
MM,1,8,1,1.013,2657.69745762,-3.85592178
MM,1,8,1,1.013,3172.09067045,5.22412068
MM,1,8,1,1.013,3765.28799853,0.33673847
MM,1,8,1,1.013,4449.36209061,-1.04956599
MM,1,8,1,1.013,5238.23510351,1.38769524
MM,1,8,1,1.013,6147.96204348,-6.32264548
MM,1,8,1,1.013,7197.05751481,-3.60583554
MM,1,8,1,1.013,8406.87252591,2.14272964
MM,1,8,1,1.013,9802.02902128,5.55239413
MM,1,8,1,1.013,11410.92098301,-8.44214572
MM,1,8,1,1.013,13266.29230024,-0.71503364
MM,1,8,1,1.013,15405.90316702,8.70571756
MM,1,8,1,1.013,17873.29857123,1.8695041
MM,1,8,1,1.013,20718.69451459,-4.39508813
MM,1,8,1,1.013,24000,2.87797242
MM,1,8,0,1.013,0,8.57280149
MM,1,8,0,1.013,107.23874129,-6.5884826
MM,1,8,0,1.013,230.90626491,-0.42403525
MM,1,8,0,1.013,373.51943078,8.58354649
MM,1,8,0,1.013,537.98067721,-7.46421006
MM,1,8,0,1.013,727.63709087,2.24364088
MM,1,8,0,1.013,946.34852608,-0.35066928
MM,1,8,0,1.013,1198.56615988,11.90413745
MM,1,8,0,1.013,1489.42308164,10.79825607
MM,1,8,0,1.013,1824.83876082,3.54715423
MM,1,8,0,1.013,2211.63951892,2.71888488
MM,1,8,0,1.013,2657.69745762,-8.85033167
MM,1,8,0,1.013,3172.09067045,-2.89019315
MM,1,8,0,1.013,3765.28799853,4.73158645
MM,1,8,0,1.013,4449.36209061,8.92594843
MM,1,8,0,1.013,5238.23510351,1.12583518
MM,1,8,0,1.013,6147.96204348,4.38167776
MM,1,8,0,1.013,7197.05751481,-2.76539107
MM,1,8,0,1.013,8406.87252591,-3.22309316
MM,1,8,0,1.013,9802.02902128,-3.59845053
MM,1,8,0,1.013,11410.92098301,-5.52193257
MM,1,8,0,1.013,13266.29230024,1.52972519
MM,1,8,0,1.013,15405.90316702,-5.11414289
MM,1,8,0,1.013,17873.29857123,9.28748009
MM,1,8,0,1.013,20718.69451459,-6.58720689
MM,1,8,0,1.013,24000,6.70453943
MM,1,9,1,0.865,0,-8.67353945
MM,1,9,1,0.865,107.23874129,4.99970323
MM,1,9,1,0.865,230.90626491,0.4851791
MM,1,9,1,0.865,373.51943078,5.2335812
MM,1,9,1,0.865,537.98067721,10.35669242
MM,1,9,1,0.865,727.63709087,-2.587917
MM,1,9,1,0.865,946.34852608,11.57160726
MM,1,9,1,0.865,1198.56615988,-1.30798854
MM,1,9,1,0.865,1489.42308164,-6.8688701
MM,1,9,1,0.865,1824.83876082,-2.60685365
MM,1,9,1,0.865,2211.63951892,-2.77491712
MM,1,9,1,0.865,2657.69745762,0.05749432
MM,1,9,1,0.865,3172.09067045,-1.87224813
MM,1,9,1,0.865,3765.28799853,-4.676335
MM,1,9,1,0.865,4449.36209061,-0.95170659
MM,1,9,1,0.865,5238.23510351,-2.72695003
MM,1,9,1,0.865,6147.96204348,-10.00834709
MM,1,9,1,0.865,7197.05751481,-5.26014114
MM,1,9,1,0.865,8406.87252591,4.49653697
MM,1,9,1,0.865,9802.02902128,-4.03467849
MM,1,9,1,0.865,11410.92098301,-1.12352464
MM,1,9,1,0.865,13266.29230024,-0.50011983
MM,1,9,1,0.865,15405.90316702,-3.75659997
MM,1,9,1,0.865,17873.29857123,-3.48362622
MM,1,9,1,0.865,20718.69451459,3.24345974
MM,1,9,1,0.865,24000,-3.50288038
MM,1,9,0,0.865,0,6.55933455
MM,1,9,0,0.865,107.23874129,1.95274277
MM,1,9,0,0.865,230.90626491,5.5835875
MM,1,9,0,0.865,373.51943078,0.05772655
MM,1,9,0,0.865,537.98067721,-2.33258818
MM,1,9,0,0.865,727.63709087,6.01768106
MM,1,9,0,0.865,946.34852608,-0.58228826
MM,1,9,0,0.865,1198.56615988,-0.47131652
MM,1,9,0,0.865,1489.42308164,2.55896588
MM,1,9,0,0.865,1824.83876082,-5.80196928
MM,1,9,0,0.865,2211.63951892,8.04587441
MM,1,9,0,0.865,2657.69745762,-3.56365719
MM,1,9,0,0.865,3172.09067045,-1.89545135
MM,1,9,0,0.865,3765.28799853,-1.61063507
MM,1,9,0,0.865,4449.36209061,2.76421288
MM,1,9,0,0.865,5238.23510351,-5.90936643
MM,1,9,0,0.865,6147.96204348,-6.57939044
MM,1,9,0,0.865,7197.05751481,3.52893809
MM,1,9,0,0.865,8406.87252591,-0.05151494
MM,1,9,0,0.865,9802.02902128,7.64536176
MM,1,9,0,0.865,11410.92098301,-2.5853059
MM,1,9,0,0.865,13266.29230024,4.82286704
MM,1,9,0,0.865,15405.90316702,3.72247552
MM,1,9,0,0.865,17873.29857123,6.07363802
MM,1,9,0,0.865,20718.69451459,6.91639003
MM,1,9,0,0.865,24000,-0.49175295
MM,1,10,1,0.959,0,-1.07404261
MM,1,10,1,0.959,107.23874129,2.8116127
MM,1,10,1,0.959,230.90626491,-0.93966931
MM,1,10,1,0.959,373.51943078,-8.59371107
MM,1,10,1,0.959,537.98067721,2.43934903
MM,1,10,1,0.959,727.63709087,0.58880516
MM,1,10,1,0.959,946.34852608,2.37871156
MM,1,10,1,0.959,1198.56615988,5.28081281
MM,1,10,1,0.959,1489.42308164,1.02144876
MM,1,10,1,0.959,1824.83876082,4.90415313
MM,1,10,1,0.959,2211.63951892,0.72713056
MM,1,10,1,0.959,2657.69745762,-8.27009795
MM,1,10,1,0.959,3172.09067045,-11.55917644
MM,1,10,1,0.959,3765.28799853,3.19346989
MM,1,10,1,0.959,4449.36209061,-11.16176333
MM,1,10,1,0.959,5238.23510351,-7.83697708
MM,1,10,1,0.959,6147.96204348,2.2629286
MM,1,10,1,0.959,7197.05751481,3.60450537
MM,1,10,1,0.959,8406.87252591,-1.0313007
MM,1,10,1,0.959,9802.02902128,-9.26856208
MM,1,10,1,0.959,11410.92098301,3.553162
MM,1,10,1,0.959,13266.29230024,-8.10905414
MM,1,10,1,0.959,15405.90316702,-1.46899104
MM,1,10,1,0.959,17873.29857123,7.60152468
MM,1,10,1,0.959,20718.69451459,-0.15522628
MM,1,10,1,0.959,24000,8.40959749
MM,1,10,0,0.959,0,-2.10198235
MM,1,10,0,0.959,107.23874129,1.34380149
MM,1,10,0,0.959,230.90626491,-1.50935135
MM,1,10,0,0.959,373.51943078,0.11075228
MM,1,10,0,0.959,537.98067721,-7.84381657
MM,1,10,0,0.959,727.63709087,5.29632219
MM,1,10,0,0.959,946.34852608,0.0468091
MM,1,10,0,0.959,1198.56615988,0.26032587
MM,1,10,0,0.959,1489.42308164,-0.0149931
MM,1,10,0,0.959,1824.83876082,0.15016554
MM,1,10,0,0.959,2211.63951892,-2.6283111
MM,1,10,0,0.959,2657.69745762,2.22346186
MM,1,10,0,0.959,3172.09067045,6.38558747
MM,1,10,0,0.959,3765.28799853,6.87569647
MM,1,10,0,0.959,4449.36209061,-1.29965628
MM,1,10,0,0.959,5238.23510351,9.06210218
MM,1,10,0,0.959,6147.96204348,-2.20736241
MM,1,10,0,0.959,7197.05751481,4.58754563
MM,1,10,0,0.959,8406.87252591,-2.23579943
MM,1,10,0,0.959,9802.02902128,-1.28771806
MM,1,10,0,0.959,11410.92098301,-10.1034678
MM,1,10,0,0.959,13266.29230024,8.40556682
MM,1,10,0,0.959,15405.90316702,0.68914857
MM,1,10,0,0.959,17873.29857123,-0.44704538
MM,1,10,0,0.959,20718.69451459,-4.30950273
MM,1,10,0,0.959,24000,-8.74870976
MM,1,11,0,1.172,0,3.67637718
MM,1,11,0,1.172,107.23874129,-4.61830579
MM,1,11,0,1.172,230.90626491,-11.836173
MM,1,11,0,1.172,373.51943078,-7.36281065
MM,1,11,0,1.172,537.98067721,-5.32193287
MM,1,11,0,1.172,727.63709087,-2.39464797
MM,1,11,0,1.172,946.34852608,-1.43390046
MM,1,11,0,1.172,1198.56615988,0.6599581
MM,1,11,0,1.172,1489.42308164,-6.61799471
MM,1,11,0,1.172,1824.83876082,-5.48199806
MM,1,11,0,1.172,2211.63951892,-4.47339964
MM,1,11,0,1.172,2657.69745762,-1.46865808
MM,1,11,0,1.172,3172.09067045,4.23542805
MM,1,11,0,1.172,3765.28799853,4.83118764
MM,1,11,0,1.172,4449.36209061,8.59623514
MM,1,11,0,1.172,5238.23510351,-3.19419957
MM,1,11,0,1.172,6147.96204348,-3.81253718
MM,1,11,0,1.172,7197.05751481,6.31710468
MM,1,11,0,1.172,8406.87252591,1.43629411
MM,1,11,0,1.172,9802.02902128,3.07429427
MM,1,11,0,1.172,11410.92098301,-8.73291374
MM,1,11,0,1.172,13266.29230024,-7.08718842
MM,1,11,0,1.172,15405.90316702,4.26958981
MM,1,11,0,1.172,17873.29857123,3.72158651
MM,1,11,0,1.172,20718.69451459,9.22237484
MM,1,11,0,1.172,24000,-0.98750191
MM,1,11,1,1.172,0,3.92255764
MM,1,11,1,1.172,107.23874129,-1.17902075
MM,1,11,1,1.172,230.90626491,-4.30397482
MM,1,11,1,1.172,373.51943078,0.60378208
MM,1,11,1,1.172,537.98067721,1.15159874
MM,1,11,1,1.172,727.63709087,-5.38147893
MM,1,11,1,1.172,946.34852608,0.09416373
MM,1,11,1,1.172,1198.56615988,-1.31869511
MM,1,11,1,1.172,1489.42308164,-0.60393993
MM,1,11,1,1.172,1824.83876082,4.45027078
MM,1,11,1,1.172,2211.63951892,-2.85256494
MM,1,11,1,1.172,2657.69745762,0.6704714
MM,1,11,1,1.172,3172.09067045,8.58588459
MM,1,11,1,1.172,3765.28799853,-2.78347246
MM,1,11,1,1.172,4449.36209061,5.6595837
MM,1,11,1,1.172,5238.23510351,2.87594917
MM,1,11,1,1.172,6147.96204348,9.58135747
MM,1,11,1,1.172,7197.05751481,-0.53651744
MM,1,11,1,1.172,8406.87252591,0.89001553
MM,1,11,1,1.172,9802.02902128,-7.0415856
MM,1,11,1,1.172,11410.92098301,5.21169066
MM,1,11,1,1.172,13266.29230024,5.10636811
MM,1,11,1,1.172,15405.90316702,-6.88292493
MM,1,11,1,1.172,17873.29857123,6.57503941
MM,1,11,1,1.172,20718.69451459,8.31330785
MM,1,11,1,1.172,24000,-1.82764511
MM,1,12,0,0.651,0,-2.9521462
MM,1,12,0,0.651,107.23874129,6.48203633
MM,1,12,0,0.651,230.90626491,2.19309754
MM,1,12,0,0.651,373.51943078,5.11776434
MM,1,12,0,0.651,537.98067721,2.45190908
MM,1,12,0,0.651,727.63709087,-7.77976481
MM,1,12,0,0.651,946.34852608,5.78568228
MM,1,12,0,0.651,1198.56615988,-4.8136778
MM,1,12,0,0.651,1489.42308164,1.30565088
MM,1,12,0,0.651,1824.83876082,6.26120333
MM,1,12,0,0.651,2211.63951892,-1.88102463
MM,1,12,0,0.651,2657.69745762,-0.87524845
MM,1,12,0,0.651,3172.09067045,-0.82055518
MM,1,12,0,0.651,3765.28799853,-6.00198432
MM,1,12,0,0.651,4449.36209061,0.85905386
MM,1,12,0,0.651,5238.23510351,2.22788773
MM,1,12,0,0.651,6147.96204348,-2.44054579
MM,1,12,0,0.651,7197.05751481,4.75006217
MM,1,12,0,0.651,8406.87252591,-3.94363309
MM,1,12,0,0.651,9802.02902128,-2.48437158
MM,1,12,0,0.651,11410.92098301,8.56618411
MM,1,12,0,0.651,13266.29230024,3.9674326
MM,1,12,0,0.651,15405.90316702,6.36997923
MM,1,12,0,0.651,17873.29857123,3.1573949
MM,1,12,0,0.651,20718.69451459,-2.54360959
MM,1,12,0,0.651,24000,1.2749271
MM,1,12,1,0.651,0,5.71760687
MM,1,12,1,0.651,107.23874129,3.16709883
MM,1,12,1,0.651,230.90626491,0.35452728
MM,1,12,1,0.651,373.51943078,-2.16851458
MM,1,12,1,0.651,537.98067721,1.5934357
MM,1,12,1,0.651,727.63709087,-0.87939011
MM,1,12,1,0.651,946.34852608,-7.42127893
MM,1,12,1,0.651,1198.56615988,2.93832278
MM,1,12,1,0.651,1489.42308164,0.90595528
MM,1,12,1,0.651,1824.83876082,-4.95571494
MM,1,12,1,0.651,2211.63951892,-2.92268901
MM,1,12,1,0.651,2657.69745762,-6.63726719
MM,1,12,1,0.651,3172.09067045,1.18076549
MM,1,12,1,0.651,3765.28799853,2.12178379
MM,1,12,1,0.651,4449.36209061,-1.53858646
MM,1,12,1,0.651,5238.23510351,-5.96435079
MM,1,12,1,0.651,6147.96204348,-1.43081047
MM,1,12,1,0.651,7197.05751481,-3.1254865
MM,1,12,1,0.651,8406.87252591,-10.65029785
MM,1,12,1,0.651,9802.02902128,-3.04180379
MM,1,12,1,0.651,11410.92098301,-4.86734728
MM,1,12,1,0.651,13266.29230024,7.41026093
MM,1,12,1,0.651,15405.90316702,3.31258521
MM,1,12,1,0.651,17873.29857123,5.83869979
MM,1,12,1,0.651,20718.69451459,-3.88492113
MM,1,12,1,0.651,24000,0.04890399
MM,1,13,0,1.058,0,-2.2636758
MM,1,13,0,1.058,107.23874129,-10.24258261
MM,1,13,0,1.058,230.90626491,0.22776132
MM,1,13,0,1.058,373.51943078,-10.58119555
MM,1,13,0,1.058,537.98067721,2.70333699
MM,1,13,0,1.058,727.63709087,6.64011981
MM,1,13,0,1.058,946.34852608,-3.27810021
MM,1,13,0,1.058,1198.56615988,1.84068191
MM,1,13,0,1.058,1489.42308164,-5.98963752
MM,1,13,0,1.058,1824.83876082,6.48950717
MM,1,13,0,1.058,2211.63951892,-0.91013155
MM,1,13,0,1.058,2657.69745762,3.05086103
MM,1,13,0,1.058,3172.09067045,-0.55173142
MM,1,13,0,1.058,3765.28799853,1.45764807
MM,1,13,0,1.058,4449.36209061,-0.66715177
MM,1,13,0,1.058,5238.23510351,4.42718284
MM,1,13,0,1.058,6147.96204348,7.66963662
MM,1,13,0,1.058,7197.05751481,1.81788249
MM,1,13,0,1.058,8406.87252591,0.58197212
MM,1,13,0,1.058,9802.02902128,-1.38349792
MM,1,13,0,1.058,11410.92098301,-4.6566713
MM,1,13,0,1.058,13266.29230024,-1.2962701
MM,1,13,0,1.058,15405.90316702,3.0036263
MM,1,13,0,1.058,17873.29857123,1.00030185
MM,1,13,0,1.058,20718.69451459,-1.75533453
MM,1,13,0,1.058,24000,3.71004234
MM,1,13,1,1.058,0,-1.64086439
MM,1,13,1,1.058,107.23874129,-3.87625169
MM,1,13,1,1.058,230.90626491,-2.66027235
MM,1,13,1,1.058,373.51943078,5.96868174
MM,1,13,1,1.058,537.98067721,0.6464621
MM,1,13,1,1.058,727.63709087,-7.64803752
MM,1,13,1,1.058,946.34852608,4.73115147
MM,1,13,1,1.058,1198.56615988,1.64049062
MM,1,13,1,1.058,1489.42308164,2.33268849
MM,1,13,1,1.058,1824.83876082,0.97454497
MM,1,13,1,1.058,2211.63951892,-1.97706269
MM,1,13,1,1.058,2657.69745762,3.80523578
MM,1,13,1,1.058,3172.09067045,7.97934171
MM,1,13,1,1.058,3765.28799853,-1.21592377
MM,1,13,1,1.058,4449.36209061,9.6706491
MM,1,13,1,1.058,5238.23510351,0.25123941
MM,1,13,1,1.058,6147.96204348,5.78630654
MM,1,13,1,1.058,7197.05751481,4.64472301
MM,1,13,1,1.058,8406.87252591,5.29346299
MM,1,13,1,1.058,9802.02902128,-4.80256655
MM,1,13,1,1.058,11410.92098301,-5.57317917
MM,1,13,1,1.058,13266.29230024,2.01247977
MM,1,13,1,1.058,15405.90316702,2.16164962
MM,1,13,1,1.058,17873.29857123,6.46752944
MM,1,13,1,1.058,20718.69451459,-3.83863717
MM,1,13,1,1.058,24000,-0.52924269
MM,1,14,1,0.803,0,-0.97378244
MM,1,14,1,0.803,107.23874129,-9.13474931
MM,1,14,1,0.803,230.90626491,-1.07709433
MM,1,14,1,0.803,373.51943078,9.31967336
MM,1,14,1,0.803,537.98067721,2.89670669
MM,1,14,1,0.803,727.63709087,-3.54200333
MM,1,14,1,0.803,946.34852608,10.83516678
MM,1,14,1,0.803,1198.56615988,-5.79618079
MM,1,14,1,0.803,1489.42308164,-8.64927935
MM,1,14,1,0.803,1824.83876082,7.12016717
MM,1,14,1,0.803,2211.63951892,3.44837498
MM,1,14,1,0.803,2657.69745762,1.57657014
MM,1,14,1,0.803,3172.09067045,-6.81460141
MM,1,14,1,0.803,3765.28799853,-0.10981159
MM,1,14,1,0.803,4449.36209061,9.51722307
MM,1,14,1,0.803,5238.23510351,0.78751186
MM,1,14,1,0.803,6147.96204348,0.76761772
MM,1,14,1,0.803,7197.05751481,-3.30700681
MM,1,14,1,0.803,8406.87252591,6.50702556
MM,1,14,1,0.803,9802.02902128,4.61559262
MM,1,14,1,0.803,11410.92098301,-1.75411544
MM,1,14,1,0.803,13266.29230024,-5.15550686
MM,1,14,1,0.803,15405.90316702,1.43547362
MM,1,14,1,0.803,17873.29857123,4.29982897
MM,1,14,1,0.803,20718.69451459,-0.15860343
MM,1,14,1,0.803,24000,-3.8399804
MM,1,14,0,0.803,0,-3.42474086
MM,1,14,0,0.803,107.23874129,-5.81583733
MM,1,14,0,0.803,230.90626491,11.69260134
MM,1,14,0,0.803,373.51943078,-5.67611446
MM,1,14,0,0.803,537.98067721,0.45916195
MM,1,14,0,0.803,727.63709087,0.67460075
MM,1,14,0,0.803,946.34852608,1.99820252
MM,1,14,0,0.803,1198.56615988,-2.58120572
MM,1,14,0,0.803,1489.42308164,0.21973758
MM,1,14,0,0.803,1824.83876082,3.8400951
MM,1,14,0,0.803,2211.63951892,3.24915533
MM,1,14,0,0.803,2657.69745762,7.72883118
MM,1,14,0,0.803,3172.09067045,-2.7227841
MM,1,14,0,0.803,3765.28799853,-3.45860659
MM,1,14,0,0.803,4449.36209061,-7.25380035
MM,1,14,0,0.803,5238.23510351,-0.56181672
MM,1,14,0,0.803,6147.96204348,0.5086652
MM,1,14,0,0.803,7197.05751481,-2.46965645
MM,1,14,0,0.803,8406.87252591,-0.21546171
MM,1,14,0,0.803,9802.02902128,4.16547413
MM,1,14,0,0.803,11410.92098301,-2.76932847
MM,1,14,0,0.803,13266.29230024,-1.57770351
MM,1,14,0,0.803,15405.90316702,0.33856648
MM,1,14,0,0.803,17873.29857123,10.1681777
MM,1,14,0,0.803,20718.69451459,2.59775867
MM,1,14,0,0.803,24000,3.21526864
MM,1,15,1,0.624,0,-8.43935186
MM,1,15,1,0.624,107.23874129,10.79893953
MM,1,15,1,0.624,230.90626491,-1.38427085
MM,1,15,1,0.624,373.51943078,0.82239735
MM,1,15,1,0.624,537.98067721,-4.44605559
MM,1,15,1,0.624,727.63709087,0.29245722
MM,1,15,1,0.624,946.34852608,3.27434147
MM,1,15,1,0.624,1198.56615988,5.02195105
MM,1,15,1,0.624,1489.42308164,5.41054319
MM,1,15,1,0.624,1824.83876082,-3.50166062
MM,1,15,1,0.624,2211.63951892,-3.64894191
MM,1,15,1,0.624,2657.69745762,6.25431085
MM,1,15,1,0.624,3172.09067045,-4.44150141
MM,1,15,1,0.624,3765.28799853,-3.43750698
MM,1,15,1,0.624,4449.36209061,3.86958378
MM,1,15,1,0.624,5238.23510351,-6.41861974
MM,1,15,1,0.624,6147.96204348,3.31244529
MM,1,15,1,0.624,7197.05751481,10.66303913
MM,1,15,1,0.624,8406.87252591,-0.63703608
MM,1,15,1,0.624,9802.02902128,-8.88529785
MM,1,15,1,0.624,11410.92098301,4.69446143
MM,1,15,1,0.624,13266.29230024,8.96360377
MM,1,15,1,0.624,15405.90316702,7.13713618
MM,1,15,1,0.624,17873.29857123,2.82118388
MM,1,15,1,0.624,20718.69451459,-3.44846471
MM,1,15,1,0.624,24000,4.22036166
MM,1,15,0,0.624,0,-2.32881851
MM,1,15,0,0.624,107.23874129,-6.99786355
MM,1,15,0,0.624,230.90626491,-1.36515662
MM,1,15,0,0.624,373.51943078,-9.54595421
MM,1,15,0,0.624,537.98067721,1.68914811
MM,1,15,0,0.624,727.63709087,4.05973856
MM,1,15,0,0.624,946.34852608,1.59474987
MM,1,15,0,0.624,1198.56615988,-8.39948879
MM,1,15,0,0.624,1489.42308164,-2.68049139
MM,1,15,0,0.624,1824.83876082,7.20842449
MM,1,15,0,0.624,2211.63951892,7.71117862
MM,1,15,0,0.624,2657.69745762,6.36731611
MM,1,15,0,0.624,3172.09067045,-4.38518582
MM,1,15,0,0.624,3765.28799853,-1.79200191
MM,1,15,0,0.624,4449.36209061,4.92021983
MM,1,15,0,0.624,5238.23510351,0.48333208
MM,1,15,0,0.624,6147.96204348,0.89142581
MM,1,15,0,0.624,7197.05751481,0.80916265
