subj,trial,block,sex,age,date,stim,stim_order,segment,segment_time,pitch,response,rt
5,2,1,m,20,23-May-2016,Sub5_Trial2_1,1,0,0,-47.90693400000001,True,1.573
5,2,1,m,20,23-May-2016,Sub5_Trial2_1,1,1,1,-38.578005,True,1.573
5,2,1,m,20,23-May-2016,Sub5_Trial2_1,1,2,2,55.806773,True,1.573
5,2,1,m,20,23-May-2016,Sub5_Trial2_1,1,3,3,-43.473327,True,1.573
5,2,1,m,20,23-May-2016,Sub5_Trial2_1,1,4,4,-21.568801,True,1.573
5,2,1,m,20,23-May-2016,Sub5_Trial2_1,1,5,5,111.841414,True,1.573
5,2,1,m,20,23-May-2016,Sub5_Trial2_1,1,6,6,55.303196,True,1.573
5,3,1,m,20,23-May-2016,Sub5_Trial3_0,0,0,0,-52.269411,True,2.244
5,3,1,m,20,23-May-2016,Sub5_Trial3_0,0,1,1,36.635759,True,2.244
5,3,1,m,20,23-May-2016,Sub5_Trial3_0,0,2,2,-36.002475,True,2.244
5,3,1,m,20,23-May-2016,Sub5_Trial3_0,0,3,3,97.411074,True,2.244
5,3,1,m,20,23-May-2016,Sub5_Trial3_0,0,4,4,-59.026831,True,2.244
5,3,1,m,20,23-May-2016,Sub5_Trial3_0,0,5,5,41.137864,True,2.244
5,3,1,m,20,23-May-2016,Sub5_Trial3_0,0,6,6,27.00052,True,2.244
5,3,1,m,20,23-May-2016,Sub5_Trial3_1,1,0,0,50.118047,False,2.244
5,3,1,m,20,23-May-2016,Sub5_Trial3_1,1,1,1,40.993094,False,2.244
5,3,1,m,20,23-May-2016,Sub5_Trial3_1,1,2,2,153.351359,False,2.244
5,3,1,m,20,23-May-2016,Sub5_Trial3_1,1,3,3,64.735967,False,2.244
5,3,1,m,20,23-May-2016,Sub5_Trial3_1,1,4,4,-84.019539,False,2.244
5,3,1,m,20,23-May-2016,Sub5_Trial3_1,1,5,5,-38.225328,False,2.244
5,3,1,m,20,23-May-2016,Sub5_Trial3_1,1,6,6,-22.200400000000002,False,2.244
5,4,1,m,20,23-May-2016,Sub5_Trial4_0,0,0,0,-101.592008,True,0.667
5,4,1,m,20,23-May-2016,Sub5_Trial4_0,0,1,1,54.31040899999999,True,0.667
5,4,1,m,20,23-May-2016,Sub5_Trial4_0,0,2,2,106.108024,True,0.667
5,4,1,m,20,23-May-2016,Sub5_Trial4_0,0,3,3,-11.010585,True,0.667
5,4,1,m,20,23-May-2016,Sub5_Trial4_0,0,4,4,-3.494975,True,0.667
5,4,1,m,20,23-May-2016,Sub5_Trial4_0,0,5,5,17.46333,True,0.667
5,4,1,m,20,23-May-2016,Sub5_Trial4_0,0,6,6,120.17368399999998,True,0.667
5,4,1,m,20,23-May-2016,Sub5_Trial4_1,1,0,0,1.4031610000000008,False,0.667
5,4,1,m,20,23-May-2016,Sub5_Trial4_1,1,1,1,55.386034,False,0.667
5,4,1,m,20,23-May-2016,Sub5_Trial4_1,1,2,2,-100.460863,False,0.667
5,4,1,m,20,23-May-2016,Sub5_Trial4_1,1,3,3,47.991737,False,0.667
5,4,1,m,20,23-May-2016,Sub5_Trial4_1,1,4,4,10.837911,False,0.667
5,4,1,m,20,23-May-2016,Sub5_Trial4_1,1,5,5,-35.860672,False,0.667
5,4,1,m,20,23-May-2016,Sub5_Trial4_1,1,6,6,9.037049,False,0.667
5,5,1,m,20,23-May-2016,Sub5_Trial5_0,0,0,0,-52.38073,True,1.204
5,5,1,m,20,23-May-2016,Sub5_Trial5_0,0,1,1,-0.4591250000000002,True,1.204
5,5,1,m,20,23-May-2016,Sub5_Trial5_0,0,2,2,20.963733000000005,True,1.204
5,5,1,m,20,23-May-2016,Sub5_Trial5_0,0,3,3,112.55506700000001,True,1.204
5,5,1,m,20,23-May-2016,Sub5_Trial5_0,0,4,4,-61.667985,True,1.204
5,5,1,m,20,23-May-2016,Sub5_Trial5_0,0,5,5,-15.484696,True,1.204
5,5,1,m,20,23-May-2016,Sub5_Trial5_0,0,6,6,59.050034,True,1.204
5,5,1,m,20,23-May-2016,Sub5_Trial5_1,1,0,0,1.4376810000000013,False,1.204
5,5,1,m,20,23-May-2016,Sub5_Trial5_1,1,1,1,-70.092723,False,1.204
5,5,1,m,20,23-May-2016,Sub5_Trial5_1,1,2,2,107.338939,False,1.204
5,5,1,m,20,23-May-2016,Sub5_Trial5_1,1,3,3,109.60935,False,1.204
5,5,1,m,20,23-May-2016,Sub5_Trial5_1,1,4,4,-116.601168,False,1.204
5,5,1,m,20,23-May-2016,Sub5_Trial5_1,1,5,5,-13.842169999999996,False,1.204
5,5,1,m,20,23-May-2016,Sub5_Trial5_1,1,6,6,-131.283073,False,1.204
5,6,1,m,20,23-May-2016,Sub5_Trial6_0,0,0,0,16.358108,False,1.194
5,6,1,m,20,23-May-2016,Sub5_Trial6_0,0,1,1,3.998621,False,1.194
5,6,1,m,20,23-May-2016,Sub5_Trial6_0,0,2,2,73.870425,False,1.194
5,6,1,m,20,23-May-2016,Sub5_Trial6_0,0,3,3,-60.703545,False,1.194
5,6,1,m,20,23-May-2016,Sub5_Trial6_0,0,4,4,60.282054,False,1.194
5,6,1,m,20,23-May-2016,Sub5_Trial6_0,0,5,5,19.776917999999995,False,1.194
5,6,1,m,20,23-May-2016,Sub5_Trial6_0,0,6,6,-46.737577,False,1.194
5,6,1,m,20,23-May-2016,Sub5_Trial6_1,1,0,0,-151.495976,True,1.194
5,6,1,m,20,23-May-2016,Sub5_Trial6_1,1,1,1,-127.847341,True,1.194
5,6,1,m,20,23-May-2016,Sub5_Trial6_1,1,2,2,-5.337166,True,1.194
5,6,1,m,20,23-May-2016,Sub5_Trial6_1,1,3,3,90.556694,True,1.194
5,6,1,m,20,23-May-2016,Sub5_Trial6_1,1,4,4,118.278039,True,1.194
5,6,1,m,20,23-May-2016,Sub5_Trial6_1,1,5,5,7.5405,True,1.194
5,6,1,m,20,23-May-2016,Sub5_Trial6_1,1,6,6,77.469503,True,1.194
5,7,1,m,20,23-May-2016,Sub5_Trial7_0,0,0,0,47.74941,True,0.831
5,7,1,m,20,23-May-2016,Sub5_Trial7_0,0,1,1,23.803797000000003,True,0.831
5,7,1,m,20,23-May-2016,Sub5_Trial7_0,0,2,2,-37.856465,True,0.831
5,7,1,m,20,23-May-2016,Sub5_Trial7_0,0,3,3,-12.452815,True,0.831
5,7,1,m,20,23-May-2016,Sub5_Trial7_0,0,4,4,-55.510844,True,0.831
5,7,1,m,20,23-May-2016,Sub5_Trial7_0,0,5,5,-5.679829,True,0.831
5,7,1,m,20,23-May-2016,Sub5_Trial7_0,0,6,6,-76.662819,True,0.831
5,7,1,m,20,23-May-2016,Sub5_Trial7_1,1,0,0,12.981555,False,0.831
5,7,1,m,20,23-May-2016,Sub5_Trial7_1,1,1,1,13.456498,False,0.831
5,7,1,m,20,23-May-2016,Sub5_Trial7_1,1,2,2,-10.916885,False,0.831
5,7,1,m,20,23-May-2016,Sub5_Trial7_1,1,3,3,-65.74675,False,0.831
5,7,1,m,20,23-May-2016,Sub5_Trial7_1,1,4,4,88.117517,False,0.831
5,7,1,m,20,23-May-2016,Sub5_Trial7_1,1,5,5,-75.922579,False,0.831
5,7,1,m,20,23-May-2016,Sub5_Trial7_1,1,6,6,-112.49497500000001,False,0.831
5,8,1,m,20,23-May-2016,Sub5_Trial8_0,0,0,0,-25.962317,False,1.009
5,8,1,m,20,23-May-2016,Sub5_Trial8_0,0,1,1,17.526186,False,1.009
5,8,1,m,20,23-May-2016,Sub5_Trial8_0,0,2,2,-103.318186,False,1.009
5,8,1,m,20,23-May-2016,Sub5_Trial8_0,0,3,3,-90.656475,False,1.009
5,8,1,m,20,23-May-2016,Sub5_Trial8_0,0,4,4,52.275333,False,1.009
5,8,1,m,20,23-May-2016,Sub5_Trial8_0,0,5,5,-20.110135999999997,False,1.009
5,8,1,m,20,23-May-2016,Sub5_Trial8_0,0,6,6,-86.877247,False,1.009
5,8,1,m,20,23-May-2016,Sub5_Trial8_1,1,0,0,101.734304,True,1.009
5,8,1,m,20,23-May-2016,Sub5_Trial8_1,1,1,1,-113.169499,True,1.009
5,8,1,m,20,23-May-2016,Sub5_Trial8_1,1,2,2,97.869415,True,1.009
5,8,1,m,20,23-May-2016,Sub5_Trial8_1,1,3,3,3.577978999999999,True,1.009
5,8,1,m,20,23-May-2016,Sub5_Trial8_1,1,4,4,19.485645000000005,True,1.009
5,8,1,m,20,23-May-2016,Sub5_Trial8_1,1,5,5,-3.7342499999999994,True,1.009
5,8,1,m,20,23-May-2016,Sub5_Trial8_1,1,6,6,-9.32468,True,1.009
5,9,1,m,20,23-May-2016,Sub5_Trial9_0,0,0,0,87.402533,True,1.177
5,9,1,m,20,23-May-2016,Sub5_Trial9_0,0,1,1,7.585692000000002,True,1.177
5,9,1,m,20,23-May-2016,Sub5_Trial9_0,0,2,2,-36.55402,True,1.177
5,9,1,m,20,23-May-2016,Sub5_Trial9_0,0,3,3,49.433902,True,1.177
5,9,1,m,20,23-May-2016,Sub5_Trial9_0,0,4,4,-12.661576,True,1.177
5,9,1,m,20,23-May-2016,Sub5_Trial9_0,0,5,5,-44.388699,True,1.177
5,9,1,m,20,23-May-2016,Sub5_Trial9_0,0,6,6,-74.549328,True,1.177
5,9,1,m,20,23-May-2016,Sub5_Trial9_1,1,0,0,73.447661,False,1.177
5,9,1,m,20,23-May-2016,Sub5_Trial9_1,1,1,1,47.735769,False,1.177
5,9,1,m,20,23-May-2016,Sub5_Trial9_1,1,2,2,82.639345,False,1.177
5,9,1,m,20,23-May-2016,Sub5_Trial9_1,1,3,3,84.584511,False,1.177
5,9,1,m,20,23-May-2016,Sub5_Trial9_1,1,4,4,32.282809,False,1.177
5,9,1,m,20,23-May-2016,Sub5_Trial9_1,1,5,5,-36.119916,False,1.177
5,9,1,m,20,23-May-2016,Sub5_Trial9_1,1,6,6,-113.749585,False,1.177
5,10,1,m,20,23-May-2016,Sub5_Trial10_0,0,0,0,121.57432499999999,True,1.229
5,10,1,m,20,23-May-2016,Sub5_Trial10_0,0,1,1,93.595149,True,1.229
5,10,1,m,20,23-May-2016,Sub5_Trial10_0,0,2,2,104.470167,True,1.229
5,10,1,m,20,23-May-2016,Sub5_Trial10_0,0,3,3,-68.070925,True,1.229
5,10,1,m,20,23-May-2016,Sub5_Trial10_0,0,4,4,27.036518,True,1.229
5,10,1,m,20,23-May-2016,Sub5_Trial10_0,0,5,5,-40.158996,True,1.229
5,10,1,m,20,23-May-2016,Sub5_Trial10_0,0,6,6,-64.188934,True,1.229
5,10,1,m,20,23-May-2016,Sub5_Trial10_1,1,0,0,-24.801581999999996,False,1.229
5,10,1,m,20,23-May-2016,Sub5_Trial10_1,1,1,1,-50.597027,False,1.229
5,10,1,m,20,23-May-2016,Sub5_Trial10_1,1,2,2,0.6890500000000017,False,1.229
5,10,1,m,20,23-May-2016,Sub5_Trial10_1,1,3,3,9.598252,False,1.229
5,10,1,m,20,23-May-2016,Sub5_Trial10_1,1,4,4,-141.389272,False,1.229
5,10,1,m,20,23-May-2016,Sub5_Trial10_1,1,5,5,-110.394082,False,1.229
5,10,1,m,20,23-May-2016,Sub5_Trial10_1,1,6,6,93.474034,False,1.229
5,11,1,m,20,23-May-2016,Sub5_Trial11_0,0,0,0,-49.777968,False,1.075
5,11,1,m,20,23-May-2016,Sub5_Trial11_0,0,1,1,78.181636,False,1.075
5,11,1,m,20,23-May-2016,Sub5_Trial11_0,0,2,2,20.07623,False,1.075
5,11,1,m,20,23-May-2016,Sub5_Trial11_0,0,3,3,65.35789,False,1.075
5,11,1,m,20,23-May-2016,Sub5_Trial11_0,0,4,4,93.183343,False,1.075
5,11,1,m,20,23-May-2016,Sub5_Trial11_0,0,5,5,4.116440000000001,False,1.075
5,11,1,m,20,23-May-2016,Sub5_Trial11_0,0,6,6,80.33579,False,1.075
5,11,1,m,20,23-May-2016,Sub5_Trial11_1,1,0,0,39.897147,True,1.075
5,11,1,m,20,23-May-2016,Sub5_Trial11_1,1,1,1,33.400037,True,1.075
5,11,1,m,20,23-May-2016,Sub5_Trial11_1,1,2,2,14.289046999999997,True,1.075
5,11,1,m,20,23-May-2016,Sub5_Trial11_1,1,3,3,-10.932095,True,1.075
5,11,1,m,20,23-May-2016,Sub5_Trial11_1,1,4,4,-65.793845,True,1.075
5,11,1,m,20,23-May-2016,Sub5_Trial11_1,1,5,5,40.091842,True,1.075
5,11,1,m,20,23-May-2016,Sub5_Trial11_1,1,6,6,70.800791,True,1.075
5,12,1,m,20,23-May-2016,Sub5_Trial12_0,0,0,0,-59.64718,True,0.835
5,12,1,m,20,23-May-2016,Sub5_Trial12_0,0,1,1,-122.780619,True,0.835
5,12,1,m,20,23-May-2016,Sub5_Trial12_0,0,2,2,-10.240588,True,0.835
5,12,1,m,20,23-May-2016,Sub5_Trial12_0,0,3,3,125.795166,True,0.835
5,12,1,m,20,23-May-2016,Sub5_Trial12_0,0,4,4,-82.229581,True,0.835
5,12,1,m,20,23-May-2016,Sub5_Trial12_0,0,5,5,58.66076699999999,True,0.835
5,12,1,m,20,23-May-2016,Sub5_Trial12_0,0,6,6,33.11589,True,0.835
5,12,1,m,20,23-May-2016,Sub5_Trial12_1,1,0,0,34.297805,False,0.835
5,12,1,m,20,23-May-2016,Sub5_Trial12_1,1,1,1,-55.088941000000005,False,0.835
5,12,1,m,20,23-May-2016,Sub5_Trial12_1,1,2,2,-14.338313,False,0.835
5,12,1,m,20,23-May-2016,Sub5_Trial12_1,1,3,3,28.620583,False,0.835
5,12,1,m,20,23-May-2016,Sub5_Trial12_1,1,4,4,-16.295674000000005,False,0.835
5,12,1,m,20,23-May-2016,Sub5_Trial12_1,1,5,5,-5.73809,False,0.835
5,12,1,m,20,23-May-2016,Sub5_Trial12_1,1,6,6,-41.970537,False,0.835
5,13,1,m,20,23-May-2016,Sub5_Trial13_0,0,0,0,-28.926805,False,0.919
5,13,1,m,20,23-May-2016,Sub5_Trial13_0,0,1,1,-0.43309400000000053,False,0.919
5,13,1,m,20,23-May-2016,Sub5_Trial13_0,0,2,2,7.083176999999999,False,0.919
5,13,1,m,20,23-May-2016,Sub5_Trial13_0,0,3,3,-80.833853,False,0.919
5,13,1,m,20,23-May-2016,Sub5_Trial13_0,0,4,4,15.410729000000003,False,0.919
5,13,1,m,20,23-May-2016,Sub5_Trial13_0,0,5,5,-74.954744,False,0.919
5,13,1,m,20,23-May-2016,Sub5_Trial13_0,0,6,6,-93.45567,False,0.919
5,13,1,m,20,23-May-2016,Sub5_Trial13_1,1,0,0,43.912875,True,0.919
5,13,1,m,20,23-May-2016,Sub5_Trial13_1,1,1,1,6.271955999999999,True,0.919
5,13,1,m,20,23-May-2016,Sub5_Trial13_1,1,2,2,5.47336,True,0.919
5,13,1,m,20,23-May-2016,Sub5_Trial13_1,1,3,3,-16.191632,True,0.919
5,13,1,m,20,23-May-2016,Sub5_Trial13_1,1,4,4,-4.014932000000002,True,0.919
5,13,1,m,20,23-May-2016,Sub5_Trial13_1,1,5,5,34.442438,True,0.919
5,13,1,m,20,23-May-2016,Sub5_Trial13_1,1,6,6,52.9044,True,0.919
5,14,1,m,20,23-May-2016,Sub5_Trial14_0,0,0,0,-48.140114,False,1.051
5,14,1,m,20,23-May-2016,Sub5_Trial14_0,0,1,1,35.774133,False,1.051
5,14,1,m,20,23-May-2016,Sub5_Trial14_0,0,2,2,99.486277,False,1.051
5,14,1,m,20,23-May-2016,Sub5_Trial14_0,0,3,3,-0.3477880000000013,False,1.051
5,14,1,m,20,23-May-2016,Sub5_Trial14_0,0,4,4,-17.49002,False,1.051
5,14,1,m,20,23-May-2016,Sub5_Trial14_0,0,5,5,38.706936,False,1.051
5,14,1,m,20,23-May-2016,Sub5_Trial14_0,0,6,6,-113.18002999999999,False,1.051
5,14,1,m,20,23-May-2016,Sub5_Trial14_1,1,0,0,23.385356,True,1.051
5,14,1,m,20,23-May-2016,Sub5_Trial14_1,1,1,1,56.25944200000001,True,1.051
5,14,1,m,20,23-May-2016,Sub5_Trial14_1,1,2,2,-51.589519,True,1.051
5,14,1,m,20,23-May-2016,Sub5_Trial14_1,1,3,3,-33.259588,True,1.051
5,14,1,m,20,23-May-2016,Sub5_Trial14_1,1,4,4,-43.575884,True,1.051
5,14,1,m,20,23-May-2016,Sub5_Trial14_1,1,5,5,17.914904,True,1.051
5,14,1,m,20,23-May-2016,Sub5_Trial14_1,1,6,6,99.937156,True,1.051
5,15,1,m,20,23-May-2016,Sub5_Trial15_0,0,0,0,-51.424564,False,1.228
5,15,1,m,20,23-May-2016,Sub5_Trial15_0,0,1,1,-64.190421,False,1.228
5,15,1,m,20,23-May-2016,Sub5_Trial15_0,0,2,2,-2.078679000000001,False,1.228
5,15,1,m,20,23-May-2016,Sub5_Trial15_0,0,3,3,-11.035108,False,1.228
5,15,1,m,20,23-May-2016,Sub5_Trial15_0,0,4,4,104.384002,False,1.228
5,15,1,m,20,23-May-2016,Sub5_Trial15_0,0,5,5,-0.4920909999999985,False,1.228
5,15,1,m,20,23-May-2016,Sub5_Trial15_0,0,6,6,6.595627,False,1.228
5,15,1,m,20,23-May-2016,Sub5_Trial15_1,1,0,0,-50.79324600000001,True,1.228
5,15,1,m,20,23-May-2016,Sub5_Trial15_1,1,1,1,27.96431,True,1.228
5,15,1,m,20,23-May-2016,Sub5_Trial15_1,1,2,2,14.101139,True,1.228
5,15,1,m,20,23-May-2016,Sub5_Trial15_1,1,3,3,-107.998408,True,1.228
5,15,1,m,20,23-May-2016,Sub5_Trial15_1,1,4,4,-45.20361700000001,True,1.228
5,15,1,m,20,23-May-2016,Sub5_Trial15_1,1,5,5,76.209938,True,1.228
5,15,1,m,20,23-May-2016,Sub5_Trial15_1,1,6,6,-132.975153,True,1.228
5,16,1,m,20,23-May-2016,Sub5_Trial16_0,0,0,0,56.734155,False,1.202
5,16,1,m,20,23-May-2016,Sub5_Trial16_0,0,1,1,-92.28546,False,1.202
5,16,1,m,20,23-May-2016,Sub5_Trial16_0,0,2,2,43.08787,False,1.202
5,16,1,m,20,23-May-2016,Sub5_Trial16_0,0,3,3,-72.248149,False,1.202
5,16,1,m,20,23-May-2016,Sub5_Trial16_0,0,4,4,-31.587099,False,1.202
5,16,1,m,20,23-May-2016,Sub5_Trial16_0,0,5,5,-67.82757,False,1.202
5,16,1,m,20,23-May-2016,Sub5_Trial16_0,0,6,6,83.680614,False,1.202
5,16,1,m,20,23-May-2016,Sub5_Trial16_1,1,0,0,-93.825042,True,1.202
5,16,1,m,20,23-May-2016,Sub5_Trial16_1,1,1,1,2.090589999999999,True,1.202
5,16,1,m,20,23-May-2016,Sub5_Trial16_1,1,2,2,-92.283957,True,1.202
5,16,1,m,20,23-May-2016,Sub5_Trial16_1,1,3,3,-67.376263,True,1.202
5,16,1,m,20,23-May-2016,Sub5_Trial16_1,1,4,4,12.496316,True,1.202
5,16,1,m,20,23-May-2016,Sub5_Trial16_1,1,5,5,-12.099407,True,1.202
5,16,1,m,20,23-May-2016,Sub5_Trial16_1,1,6,6,-138.326913,True,1.202
5,17,1,m,20,23-May-2016,Sub5_Trial17_0,0,0,0,-91.952322,True,1.053
5,17,1,m,20,23-May-2016,Sub5_Trial17_0,0,1,1,19.078401999999997,True,1.053
5,17,1,m,20,23-May-2016,Sub5_Trial17_0,0,2,2,-33.815561,True,1.053
5,17,1,m,20,23-May-2016,Sub5_Trial17_0,0,3,3,65.740437,True,1.053
5,17,1,m,20,23-May-2016,Sub5_Trial17_0,0,4,4,-36.943679,True,1.053
5,17,1,m,20,23-May-2016,Sub5_Trial17_0,0,5,5,42.574977,True,1.053
5,17,1,m,20,23-May-2016,Sub5_Trial17_0,0,6,6,119.80328400000002,True,1.053
5,17,1,m,20,23-May-2016,Sub5_Trial17_1,1,0,0,15.788568,False,1.053
5,17,1,m,20,23-May-2016,Sub5_Trial17_1,1,1,1,28.948955,False,1.053
5,17,1,m,20,23-May-2016,Sub5_Trial17_1,1,2,2,72.803301,False,1.053
5,17,1,m,20,23-May-2016,Sub5_Trial17_1,1,3,3,63.350504,False,1.053
5,17,1,m,20,23-May-2016,Sub5_Trial17_1,1,4,4,84.807505,False,1.053
5,17,1,m,20,23-May-2016,Sub5_Trial17_1,1,5,5,-6.762298000000001,False,1.053
5,17,1,m,20,23-May-2016,Sub5_Trial17_1,1,6,6,-76.579398,False,1.053
5,18,1,m,20,23-May-2016,Sub5_Trial18_0,0,0,0,-53.756205,False,1.159
5,18,1,m,20,23-May-2016,Sub5_Trial18_0,0,1,1,50.543661,False,1.159
5,18,1,m,20,23-May-2016,Sub5_Trial18_0,0,2,2,2.1803670000000004,False,1.159
5,18,1,m,20,23-May-2016,Sub5_Trial18_0,0,3,3,146.800091,False,1.159
5,18,1,m,20,23-May-2016,Sub5_Trial18_0,0,4,4,-8.250133,False,1.159
5,18,1,m,20,23-May-2016,Sub5_Trial18_0,0,5,5,113.250856,False,1.159
5,18,1,m,20,23-May-2016,Sub5_Trial18_0,0,6,6,-23.933972,False,1.159
5,18,1,m,20,23-May-2016,Sub5_Trial18_1,1,0,0,-29.190053,True,1.159
5,18,1,m,20,23-May-2016,Sub5_Trial18_1,1,1,1,79.41556,True,1.159
5,18,1,m,20,23-May-2016,Sub5_Trial18_1,1,2,2,-36.447053,True,1.159
5,18,1,m,20,23-May-2016,Sub5_Trial18_1,1,3,3,-124.05941999999999,True,1.159
5,18,1,m,20,23-May-2016,Sub5_Trial18_1,1,4,4,30.931917,True,1.159
5,18,1,m,20,23-May-2016,Sub5_Trial18_1,1,5,5,119.184429,True,1.159
5,18,1,m,20,23-May-2016,Sub5_Trial18_1,1,6,6,65.67859,True,1.159
5,19,1,m,20,23-May-2016,Sub5_Trial19_0,0,0,0,31.971085,True,1.237
5,19,1,m,20,23-May-2016,Sub5_Trial19_0,0,1,1,-74.111518,True,1.237
5,19,1,m,20,23-May-2016,Sub5_Trial19_0,0,2,2,58.440408,True,1.237
5,19,1,m,20,23-May-2016,Sub5_Trial19_0,0,3,3,-122.184121,True,1.237
5,19,1,m,20,23-May-2016,Sub5_Trial19_0,0,4,4,11.120535,True,1.237
5,19,1,m,20,23-May-2016,Sub5_Trial19_0,0,5,5,12.957998,True,1.237
5,19,1,m,20,23-May-2016,Sub5_Trial19_0,0,6,6,142.078809,True,1.237
5,19,1,m,20,23-May-2016,Sub5_Trial19_1,1,0,0,39.996865,False,1.237
5,19,1,m,20,23-May-2016,Sub5_Trial19_1,1,1,1,18.288337,False,1.237
5,19,1,m,20,23-May-2016,Sub5_Trial19_1,1,2,2,-82.330254,False,1.237
5,19,1,m,20,23-May-2016,Sub5_Trial19_1,1,3,3,17.734015,False,1.237
5,19,1,m,20,23-May-2016,Sub5_Trial19_1,1,4,4,-19.62294,False,1.237
5,19,1,m,20,23-May-2016,Sub5_Trial19_1,1,5,5,-11.524984,False,1.237
5,19,1,m,20,23-May-2016,Sub5_Trial19_1,1,6,6,-61.792661,False,1.237
5,20,1,m,20,23-May-2016,Sub5_Trial20_0,0,0,0,35.218339,False,1.027
5,20,1,m,20,23-May-2016,Sub5_Trial20_0,0,1,1,-110.805893,False,1.027
5,20,1,m,20,23-May-2016,Sub5_Trial20_0,0,2,2,-43.180811,False,1.027
5,20,1,m,20,23-May-2016,Sub5_Trial20_0,0,3,3,39.023854,False,1.027
5,20,1,m,20,23-May-2016,Sub5_Trial20_0,0,4,4,-57.51922999999999,False,1.027
5,20,1,m,20,23-May-2016,Sub5_Trial20_0,0,5,5,-62.138722,False,1.027
5,20,1,m,20,23-May-2016,Sub5_Trial20_0,0,6,6,-63.191163,False,1.027
5,20,1,m,20,23-May-2016,Sub5_Trial20_1,1,0,0,-32.378924,True,1.027
5,20,1,m,20,23-May-2016,Sub5_Trial20_1,1,1,1,-73.256589,True,1.027
5,20,1,m,20,23-May-2016,Sub5_Trial20_1,1,2,2,-36.522466,True,1.027
5,20,1,m,20,23-May-2016,Sub5_Trial20_1,1,3,3,1.2688939999999995,True,1.027
5,20,1,m,20,23-May-2016,Sub5_Trial20_1,1,4,4,10.58626,True,1.027
5,20,1,m,20,23-May-2016,Sub5_Trial20_1,1,5,5,-27.542571,True,1.027
5,20,1,m,20,23-May-2016,Sub5_Trial20_1,1,6,6,-79.18187,True,1.027
5,21,1,m,20,23-May-2016,Sub5_Trial21_0,0,0,0,-82.517754,False,1.124
5,21,1,m,20,23-May-2016,Sub5_Trial21_0,0,1,1,67.656193,False,1.124
5,21,1,m,20,23-May-2016,Sub5_Trial21_0,0,2,2,-16.279406,False,1.124
5,21,1,m,20,23-May-2016,Sub5_Trial21_0,0,3,3,66.189576,False,1.124
5,21,1,m,20,23-May-2016,Sub5_Trial21_0,0,4,4,98.921666,False,1.124
5,21,1,m,20,23-May-2016,Sub5_Trial21_0,0,5,5,44.304794,False,1.124
5,21,1,m,20,23-May-2016,Sub5_Trial21_0,0,6,6,-54.486012,False,1.124
5,21,1,m,20,23-May-2016,Sub5_Trial21_1,1,0,0,-56.690682,True,1.124
5,21,1,m,20,23-May-2016,Sub5_Trial21_1,1,1,1,-21.016626,True,1.124
5,21,1,m,20,23-May-2016,Sub5_Trial21_1,1,2,2,68.92347,True,1.124
5,21,1,m,20,23-May-2016,Sub5_Trial21_1,1,3,3,-78.461259,True,1.124
5,21,1,m,20,23-May-2016,Sub5_Trial21_1,1,4,4,-32.061589,True,1.124
5,21,1,m,20,23-May-2016,Sub5_Trial21_1,1,5,5,64.463525,True,1.124
5,21,1,m,20,23-May-2016,Sub5_Trial21_1,1,6,6,-2.965475999999999,True,1.124
5,22,1,m,20,23-May-2016,Sub5_Trial22_0,0,0,0,16.595733,True,1.112
