subj,trial,block,sex,age,date,stim,stim_order,segment,segment_time,pitch,response,rt
2,1,1,m,20,23-May-2016,Sub2_Trial1_0,0,0,0,51.026021,True,3.097
2,1,1,m,20,23-May-2016,Sub2_Trial1_0,0,1,1,-146.372617,True,3.097
2,1,1,m,20,23-May-2016,Sub2_Trial1_0,0,2,2,78.296079,True,3.097
2,1,1,m,20,23-May-2016,Sub2_Trial1_0,0,3,3,-4.884874,True,3.097
2,1,1,m,20,23-May-2016,Sub2_Trial1_0,0,4,4,-43.32244,True,3.097
2,1,1,m,20,23-May-2016,Sub2_Trial1_0,0,5,5,-32.470158,True,3.097
2,1,1,m,20,23-May-2016,Sub2_Trial1_0,0,6,6,75.938718,True,3.097
2,1,1,m,20,23-May-2016,Sub2_Trial1_1,1,0,0,133.034046,False,3.097
2,1,1,m,20,23-May-2016,Sub2_Trial1_1,1,1,1,70.944793,False,3.097
2,1,1,m,20,23-May-2016,Sub2_Trial1_1,1,2,2,126.63564200000002,False,3.097
2,1,1,m,20,23-May-2016,Sub2_Trial1_1,1,3,3,-38.203513,False,3.097
2,1,1,m,20,23-May-2016,Sub2_Trial1_1,1,4,4,-107.051478,False,3.097
2,1,1,m,20,23-May-2016,Sub2_Trial1_1,1,5,5,-27.648688,False,3.097
2,1,1,m,20,23-May-2016,Sub2_Trial1_1,1,6,6,-75.848905,False,3.097
2,2,1,m,20,23-May-2016,Sub2_Trial2_0,0,0,0,-105.174707,False,2.037
2,2,1,m,20,23-May-2016,Sub2_Trial2_0,0,1,1,-63.645798,False,2.037
2,2,1,m,20,23-May-2016,Sub2_Trial2_0,0,2,2,-7.970987000000001,False,2.037
2,2,1,m,20,23-May-2016,Sub2_Trial2_0,0,3,3,7.634872999999999,False,2.037
2,2,1,m,20,23-May-2016,Sub2_Trial2_0,0,4,4,-55.66216399999999,False,2.037
2,2,1,m,20,23-May-2016,Sub2_Trial2_0,0,5,5,-18.820570000000004,False,2.037
2,2,1,m,20,23-May-2016,Sub2_Trial2_0,0,6,6,-2.2962130000000016,False,2.037
2,2,1,m,20,23-May-2016,Sub2_Trial2_1,1,0,0,-25.322585,True,2.037
2,2,1,m,20,23-May-2016,Sub2_Trial2_1,1,1,1,48.94192799999999,True,2.037
2,2,1,m,20,23-May-2016,Sub2_Trial2_1,1,2,2,-63.649298,True,2.037
2,2,1,m,20,23-May-2016,Sub2_Trial2_1,1,3,3,31.706957000000003,True,2.037
2,2,1,m,20,23-May-2016,Sub2_Trial2_1,1,4,4,105.094963,True,2.037
2,2,1,m,20,23-May-2016,Sub2_Trial2_1,1,5,5,116.834306,True,2.037
2,2,1,m,20,23-May-2016,Sub2_Trial2_1,1,6,6,-36.744365,True,2.037
2,3,1,m,20,23-May-2016,Sub2_Trial3_0,0,0,0,32.790931,True,1.03
2,3,1,m,20,23-May-2016,Sub2_Trial3_0,0,1,1,-117.048229,True,1.03
2,3,1,m,20,23-May-2016,Sub2_Trial3_0,0,2,2,-120.770289,True,1.03
2,3,1,m,20,23-May-2016,Sub2_Trial3_0,0,3,3,-64.452553,True,1.03
2,3,1,m,20,23-May-2016,Sub2_Trial3_0,0,4,4,-128.44869,True,1.03
2,3,1,m,20,23-May-2016,Sub2_Trial3_0,0,5,5,35.014452,True,1.03
2,3,1,m,20,23-May-2016,Sub2_Trial3_0,0,6,6,4.9457699999999996,True,1.03
2,3,1,m,20,23-May-2016,Sub2_Trial3_1,1,0,0,69.168526,False,1.03
2,3,1,m,20,23-May-2016,Sub2_Trial3_1,1,1,1,21.501117,False,1.03
