subj,trial,block,date,stim,stim_order,response,rt,age,sex,param_index,segment_time,pitch
20111971,6,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_2.wav,0,False,632,52,Homme,5,0.355215,-133.430007
20111971,6,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_2.wav,0,False,632,52,Homme,6,0.426259,94.606197
20111971,6,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_151.wav,1,True,632,52,Homme,0,0.000000,-67.748525
20111971,6,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_151.wav,1,True,632,52,Homme,1,0.071043,54.361913
20111971,6,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_151.wav,1,True,632,52,Homme,2,0.142086,-48.392138
20111971,6,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_151.wav,1,True,632,52,Homme,3,0.213129,35.257299
20111971,6,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_151.wav,1,True,632,52,Homme,4,0.284172,30.428121
20111971,6,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_151.wav,1,True,632,52,Homme,5,0.355215,28.910983
20111971,6,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_151.wav,1,True,632,52,Homme,6,0.426259,-22.593444
20111971,7,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_196.wav,0,True,603,52,Homme,0,0.000000,-42.342747
20111971,7,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_196.wav,0,True,603,52,Homme,1,0.071043,-81.868734
20111971,7,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_196.wav,0,True,603,52,Homme,2,0.142086,-18.906552
20111971,7,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_196.wav,0,True,603,52,Homme,3,0.213129,-18.852092
20111971,7,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_196.wav,0,True,603,52,Homme,4,0.284172,52.116670
20111971,7,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_196.wav,0,True,603,52,Homme,5,0.355215,90.577409
20111971,7,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_196.wav,0,True,603,52,Homme,6,0.426259,29.772760
20111971,7,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_78.wav,1,False,603,52,Homme,0,0.000000,80.055785
20111971,7,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_78.wav,1,False,603,52,Homme,1,0.071043,117.831593
20111971,7,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_78.wav,1,False,603,52,Homme,2,0.142086,-32.666549
20111971,7,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_78.wav,1,False,603,52,Homme,3,0.213129,67.905321
20111971,7,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_78.wav,1,False,603,52,Homme,4,0.284172,84.716683
20111971,7,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_78.wav,1,False,603,52,Homme,5,0.355215,30.832945
20111971,7,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_78.wav,1,False,603,52,Homme,6,0.426259,87.837740
20111971,8,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_0.wav,0,False,2039,52,Homme,0,0.000000,9.896041
20111971,8,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_0.wav,0,False,2039,52,Homme,1,0.071043,101.528400
20111971,8,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_0.wav,0,False,2039,52,Homme,2,0.142086,-68.097850
20111971,8,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_0.wav,0,False,2039,52,Homme,3,0.213129,-142.658303
20111971,8,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_0.wav,0,False,2039,52,Homme,4,0.284172,-120.248224
20111971,8,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_0.wav,0,False,2039,52,Homme,5,0.355215,31.293845
20111971,8,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_0.wav,0,False,2039,52,Homme,6,0.426259,-137.250528
20111971,8,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_38.wav,1,True,2039,52,Homme,0,0.000000,144.136513
20111971,8,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_38.wav,1,True,2039,52,Homme,1,0.071043,-64.103106
20111971,8,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_38.wav,1,True,2039,52,Homme,2,0.142086,-98.673112
20111971,8,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_38.wav,1,True,2039,52,Homme,3,0.213129,-23.920097
20111971,8,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_38.wav,1,True,2039,52,Homme,4,0.284172,-49.884553
20111971,8,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_38.wav,1,True,2039,52,Homme,5,0.355215,-104.927811
20111971,8,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_38.wav,1,True,2039,52,Homme,6,0.426259,133.075001
20111971,9,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_148.wav,0,False,1213,52,Homme,0,0.000000,-84.148504
20111971,9,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_148.wav,0,False,1213,52,Homme,1,0.071043,116.395609
20111971,9,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_148.wav,0,False,1213,52,Homme,2,0.142086,22.272455
20111971,9,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_148.wav,0,False,1213,52,Homme,3,0.213129,-42.662376
20111971,9,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_148.wav,0,False,1213,52,Homme,4,0.284172,44.974228
20111971,9,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_148.wav,0,False,1213,52,Homme,5,0.355215,-100.807841
20111971,9,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_148.wav,0,False,1213,52,Homme,6,0.426259,75.062158
20111971,9,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_130.wav,1,True,1213,52,Homme,0,0.000000,-146.057737
20111971,9,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_130.wav,1,True,1213,52,Homme,1,0.071043,-49.781911
20111971,9,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_130.wav,1,True,1213,52,Homme,2,0.142086,74.893740
20111971,9,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_130.wav,1,True,1213,52,Homme,3,0.213129,-14.505163
20111971,9,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_130.wav,1,True,1213,52,Homme,4,0.284172,16.979815
20111971,9,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_130.wav,1,True,1213,52,Homme,5,0.355215,-66.512052
20111971,9,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_130.wav,1,True,1213,52,Homme,6,0.426259,-59.569067
20111971,10,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_94.wav,0,False,628,52,Homme,0,0.000000,-0.652128
20111971,10,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_94.wav,0,False,628,52,Homme,1,0.071043,97.860897
20111971,10,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_94.wav,0,False,628,52,Homme,2,0.142086,48.932214
20111971,10,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_94.wav,0,False,628,52,Homme,3,0.213129,-23.097711
20111971,10,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_94.wav,0,False,628,52,Homme,4,0.284172,-47.481676
20111971,10,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_94.wav,0,False,628,52,Homme,5,0.355215,-120.450621
20111971,10,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_94.wav,0,False,628,52,Homme,6,0.426259,-116.887604
20111971,10,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_60.wav,1,True,628,52,Homme,0,0.000000,-89.296237
20111971,10,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_60.wav,1,True,628,52,Homme,1,0.071043,0.647875
20111971,10,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_60.wav,1,True,628,52,Homme,2,0.142086,-124.228045
20111971,10,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_60.wav,1,True,628,52,Homme,3,0.213129,-147.365900
20111971,10,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_60.wav,1,True,628,52,Homme,4,0.284172,-7.428030
20111971,10,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_60.wav,1,True,628,52,Homme,5,0.355215,-42.828577
20111971,10,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_60.wav,1,True,628,52,Homme,6,0.426259,-114.882786
20111971,11,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_16.wav,0,True,2345,52,Homme,0,0.000000,141.243943
20111971,11,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_16.wav,0,True,2345,52,Homme,1,0.071043,-34.322435
20111971,11,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_16.wav,0,True,2345,52,Homme,2,0.142086,10.018864
20111971,11,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_16.wav,0,True,2345,52,Homme,3,0.213129,-24.066951
20111971,11,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_16.wav,0,True,2345,52,Homme,4,0.284172,45.502655
20111971,11,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_16.wav,0,True,2345,52,Homme,5,0.355215,107.276086
